panel zone shear distortion* (rad),panel zone shear force (kN)
0.004165241,3134.753666
0.004772012,3304.19981
0.006032255,3360.681858
0.008319664,3431.284418
0.009610726,3473.645954
0.010190283,3487.766466
0.009509082,2513.451137
0.008206172,1115.520449
0.007058819,56.48204803
0.00639762,-423.6153602
0.005666112,-946.0743045
0.004891509,-1355.569153
0.004115704,-1708.581953
0.003479316,-1920.389633
0.00271098,-2146.317825
0.00140498,-2442.848577
0.000280291,-2654.656257
-0.000835728,-2795.861377
-0.002517826,-3106.512642
-0.003694281,-3275.958786
-0.005511933,-3431.284418
-0.006904123,-3501.886978
-0.008560209,-3600.730562
-0.010074475,-3671.333122
-0.010993044,-3530.128002
-0.011106449,-3459.525442
-0.009715888,-1878.028097
-0.008299574,-550.6999683
-0.007190508,395.3743362
-0.006731567,818.9896964
-0.005825016,1242.605057
-0.004928338,1652.099905
-0.003492794,2075.715265
-0.002186794,2372.246017
-0.000737773,2640.535745
0.001046656,2922.945986
0.003035744,3148.874178
0.005379985,3417.163906
0.00692507,3473.645954
0.008235877,3544.248514
0.009108947,3628.971586
0.009729196,3643.092098
0.010126241,3628.971586
0.01096583,3374.80237
0.009198914,1313.207617
0.007861579,98.84358405
0.006820419,-691.9050884
0.005757111,-1397.930689
0.004980104,-1694.461441
0.004343716,-1906.269121
0.003149919,-2216.920385
0.002005484,-2456.969089
0.00023213,-2781.740865
-0.001532553,-3035.910082
-0.003135671,-3233.59725
-0.004953322,-3388.922882
-0.007207509,-3586.61005
-0.009413534,-3657.21261
-0.010725543,-3671.333122
-0.010207367,-3162.99469
-0.009305365,-2047.474241
-0.008176555,-1073.158913
-0.00728082,-141.2051201
-0.006513428,607.1820163
-0.005495877,1073.158913
-0.004752093,1496.774273
-0.003945469,1835.666561
-0.002863875,2160.438337
-0.001901952,2372.246017
0.000388119,2795.861377
0.002711412,3092.39213
0.005270186,3318.320322
0.007087837,3473.645954
0.008967127,3600.730562
0.010491265,3685.453634
0.012687418,3741.935682
0.015085828,3854.899778
0.017679027,3897.261314
0.019549646,3953.743362
0.020241406,3953.743362
0.020326395,3784.297218
0.016979195,451.8563842
0.015648128,-578.9409923
0.014723034,-1087.279425
0.013574736,-1623.858881
0.012290885,-2005.112705
0.011055194,-2259.281921
0.009707301,-2499.330625
0.00812513,-2725.258817
0.003873184,-3219.476738
-0.003258004,-3699.574146
-0.013655608,-4137.310018
-0.017396846,-4250.274114
-0.018821057,-4250.274114
-0.019502945,-4236.153602
-0.019830883,-4123.189506
-0.02015882,-4010.22541
-0.017812089,-1468.533249
-0.016353881,-197.6871681
-0.015363285,578.9409923
-0.014450467,1186.123009
-0.013593279,1539.135809
-0.012573324,1892.148609
-0.010476839,2329.884481
-0.009180712,2612.294721
-0.006776035,2908.825474
-0.003740035,3177.115202
-0.000916164,3374.80237
0.001561226,3600.730562
0.005190262,3727.81517
0.011045068,3953.743362
0.015365863,4080.82797
0.017257429,4109.068994
0.018253776,4137.310018
0.018955409,4151.43053
0.019395549,4024.345922
0.019420102,3826.658754
0.016993189,1228.484545
0.015591812,155.3256321
0.014823218,-536.5794563
0.013928943,-1059.038401
0.013274012,-1355.569153
0.012720209,-1623.858881
0.011811254,-1934.510145
0.010697639,-2188.679361
0.009482896,-2471.089601
0.008196641,-2739.379329
0.006371521,-3021.78957
0.002086352,-3388.922882
-0.003613156,-3741.935682
-0.009691166,-3996.104898
-0.014520007,-4151.43053
-0.016960311,-4207.912578
-0.018872823,-4207.912578
-0.019982575,-4165.551042
-0.020284501,-3840.779266
-0.020781473,-3911.381826
-0.021259901,-3897.261314
-0.021315273,-3685.453634
-0.019799032,-2273.402433
-0.01861339,-1101.399937
-0.01753274,-254.1692161
-0.016630997,395.3743362
-0.015756467,889.5922565
-0.014901682,1355.569153
-0.013871854,1722.702465
-0.012953027,2047.474241
-0.011697592,2329.884481
-0.010177059,2584.053697
-0.008078171,2908.825474
-0.005185193,3205.356226
-0.002931007,3403.043394
0.000381165,3600.730562
0.004994272,3854.899778
0.008582616,3981.984386
0.012272088,4137.310018
0.014925723,4207.912578
0.017538666,4278.515138
0.019541233,4349.117698
0.021066573,4377.358722
0.022663424,4391.479234
0.024086434,4447.961282
0.025714104,4447.961282
0.02718888,4462.081794
0.027727745,4476.202306
0.027652371,4193.792066
0.025303236,1765.064001
0.023857304,395.3743362
0.022817346,-451.8563842
0.022145073,-889.5922565
0.021127522,-1355.569153
0.020382536,-1722.702465
0.019584582,-1990.992193
0.018684299,-2231.040897
0.017844451,-2442.848577
0.016719762,-2654.656257
0.015513689,-2866.463938
0.014164594,-3050.030594
0.01233707,-3219.476738
0.0100015,-3417.163906
0.003650924,-3770.176706
-0.003840223,-4066.707458
-0.009614847,-4236.153602
-0.015288343,-4377.358722
-0.021837313,-4490.322818
-0.026048309,-4518.563842
-0.027889311,-4532.684354
-0.02829743,-4476.202306
-0.02855626,-4264.394626
-0.025825962,-1581.497345
-0.024336935,-324.7717762
-0.023144082,508.3384323
-0.022151083,1172.002497
-0.021142201,1567.376833
-0.020061809,1948.630657
-0.018726192,2287.522945
-0.017673014,2513.451137
-0.016517505,2711.138305
-0.015239921,2908.825474
-0.013169449,3134.753666
-0.010936209,3360.681858
-0.007573473,3572.489538
-0.003945639,3756.056194
-0.000205603,3925.502338
0.00275262,4024.345922
0.006575241,4137.310018
0.009777614,4236.153602
0.01669281,4349.117698
0.022733733,4433.84077
0.026700579,4462.081794
0.027564978,4476.202306
0.027812734,4306.756162
0.025086042,1454.412737
0.024117594,593.0615043
0.02338849,-42.36153602
0.022548385,-720.1461124
0.02198471,-1002.556353
0.021360598,-1313.207617
0.020666176,-1666.220417
0.019727604,-2019.233217
0.018775555,-2216.920385
0.017399246,-2555.812673
0.015635764,-2866.463938
0.014479054,-3007.669058
0.012713169,-3205.356226
0.010011373,-3403.043394
0.007462472,-3614.851074
0.00286911,-3840.779266
-0.005964865,-4137.310018
-0.015277269,-4419.720258
-0.021917494,-4546.804866
-0.025437933,-4518.563842
-0.028214845,-4532.684354
-0.02870555,-4419.720258
-0.02676359,-2456.969089
-0.025497767,-1228.484545
-0.024478755,-353.0128002
-0.023464809,282.4102401
-0.022743174,790.7486724
-0.021918006,1214.364033
-0.02134566,1567.376833
-0.020446578,1863.907585
-0.019455038,2118.076801
-0.018382115,2372.246017
-0.016659325,2682.897281
-0.014783641,2979.428034
-0.012804425,3191.235714
-0.010327034,3417.163906
-0.006821276,3600.730562
-0.004829784,3713.694658
-0.003082442,3826.658754
0.001308663,3996.104898
0.005344616,4123.189506
0.008232529,4179.671554
0.011547105,4264.394626
0.015543568,4334.997186
0.020394558,4405.599746
0.023201088,4462.081794
0.025276367,4462.081794
0.026476173,4490.322818
0.027493467,4490.322818
0.028064354,4433.84077
0.025996456,2174.558849
0.023880655,254.1692161
0.022680333,-706.0256004
0.021364203,-1482.653761
0.020082756,-1976.871681
0.01836237,-2400.487041
0.016680272,-2711.138305
0.014855152,-2993.548546
0.012073175,-3247.717762
0.008162902,-3544.248514
0.002258734,-3840.779266
-0.004845241,-4165.551042
-0.009024216,-4264.394626
-0.014890096,-4447.961282
-0.020971711,-4532.684354
-0.024388617,-4589.166402
-0.026758612,-4603.286914
-0.028436847,-4617.407426
-0.029021211,-4405.599746
-0.025181847,-776.6281604
-0.02389894,127.0846081
-0.022523575,988.4358405
-0.021538045,1525.015297
-0.020488472,1920.389633
-0.019273728,2202.799873
-0.017855526,2485.210113
-0.016193173,2767.620353
-0.01379957,3106.512642
-0.010864698,3346.561346
-0.006923606,3628.971586
-0.00245232,3854.899778
0.002375319,4066.707458
0.0067787,4137.310018
0.010397863,4250.274114
0.013795024,4278.515138
0.017474624,4419.720258
0.021949516,4476.202306
0.025122271,4532.684354
0.026465099,4532.684354
0.027319626,4532.684354
0.028074226,4447.961282
0.028156812,4391.479234
0.02614935,2160.438337
0.024422182,621.3025283
0.023120732,-367.1333122
0.022119061,-1101.399937
0.020920199,-1652.099905
0.019829935,-2047.474241
0.01822055,-2428.728065
0.016233864,-2767.620353
0.013880953,-3106.512642
0.010996646,-3332.440834
0.007055554,-3614.851074
0.003051622,-3812.538242
-0.002538086,-4066.707458
-0.010254841,-4278.515138
-0.017737317,-4504.44333
-0.022477307,-4532.684354
-0.025671009,-4560.925378
-0.027837545,-4575.04589
-0.028837497,-4433.84077
-0.028731304,-4165.551042
-0.025857983,-1510.894785
-0.024409648,-254.1692161
-0.023379562,578.9409923
-0.022666597,1016.676865
-0.022043687,1383.810177
-0.021044678,1765.064001
-0.020013649,2075.715265
-0.018696575,2329.884481
-0.017105733,2626.415233
-0.015493944,2894.704962
-0.012692222,3177.115202
-0.008936046,3544.248514
-0.002696471,3854.899778
0.004359343,4052.586946
0.009299186,4250.274114
0.014140303,4306.756162
0.01766821,4405.599746
0.020596815,4462.081794
0.023302216,4490.322818
0.025701828,4546.804866
0.027176604,4560.925378
0.028082897,4518.563842
0.027818744,4024.345922
0.025566874,1327.328129
0.024598427,465.9768962
0.023758322,-211.8076801
0.022935558,-748.3871364
0.021889591,-1313.207617
0.021073094,-1666.220417
0.019292271,-2118.076801
0.017327735,-2541.692161
0.01439767,-3007.669058
0.010672314,-3388.922882
0.008488436,-3544.248514
0.00446476,-3770.176706
0.001346174,-3981.984386
-0.003461721,-4165.551042
-0.02166227,-4589.166402
-0.026392386,-4603.286914
-0.028060748,-4603.286914
-0.028849773,-4334.997186
-0.024641522,-353.0128002
-0.023940834,183.5666561
-0.023019345,861.3512325
-0.021820483,1412.051201
-0.020587197,1779.184513
-0.019828733,1990.992193
-0.018847066,2231.040897
-0.017925835,2442.848577
-0.016902274,2626.415233
-0.015126516,2838.222913
-0.011535511,3318.320322
-0.003304444,3741.935682
0.001531867,4024.345922
0.007835484,4193.792066
0.012716092,4306.756162
0.018308204,4447.961282
0.021339139,4476.202306
0.024420639,4518.563842
0.025905287,4546.804866
0.026800506,4546.804866
0.027696926,4490.322818
0.028359069,4447.961282
0.028828827,4363.23821
0.029044562,4264.394626
0.029210934,4094.948482
0.027477499,2372.246017
0.025962459,903.7127685
0.025123556,169.4461441
0.024071322,-578.9409923
0.023308995,-1087.279425
0.021976983,-1595.617857
0.020196161,-2047.474241
0.01842521,-2485.210113
0.015778786,-2894.704962
0.013169449,-3134.753666
0.009393528,-3530.128002
0.004808837,-3685.453634
-0.003868638,-4165.551042
-0.01521563,-4447.961282
-0.025303581,-4617.407426
-0.02758232,-4617.407426
-0.028927551,-4504.44333
-0.029102595,-4405.599746
-0.028299318,-3431.284418
-0.027197464,-2146.317825
-0.025571423,-635.4230403
-0.024873139,14.12051201
-0.023981268,649.5435523
-0.022945173,1200.243521
-0.021785801,1694.461441
-0.020805335,1990.992193
-0.01937726,2287.522945
-0.017725982,2612.294721
-0.015342251,2937.066498
-0.011962174,3290.079298
-0.00760309,3530.128002
-0.002604013,3812.538242
0.00216319,3996.104898
0.007519822,4207.912578
0.01309219,4320.876674
0.018229224,4334.997186
0.022224485,4462.081794
0.024441585,4490.322818
0.026383716,4532.684354
0.028021258,4546.804866
0.029119936,4546.804866
0.030015155,4546.804866
0.030625531,4546.804866
0.031032449,4546.804866
0.031340641,4405.599746
0.031334374,4222.03309
0.029940209,2809.981889
0.02774663,720.1461124
0.026604341,-98.84358405
0.025871632,-564.8204803
0.024905846,-1073.158913
0.023847602,-1539.135809
0.02235042,-1934.510145
0.021257752,-2216.920385
0.020052881,-2485.210113
0.018865351,-2612.294721
0.017596438,-2739.379329
0.016469344,-2838.222913
0.014623278,-3092.39213
0.012367889,-3233.59725
0.009117356,-3459.525442
0.00625039,-3544.248514
0.002194692,-3699.574146
-0.000437997,-3798.41773
-0.002034848,-3812.538242
-0.003123653,-3798.41773
-0.001156883,-1567.376833
-0.000100785,-522.4589443
0.000466753,56.48204803
