rotation (rad),moment (kN.mm)
-0.08049662099999999,-88.23384541
-0.08835455,-84.17637121
-0.096867306,-78.38224021
-0.102760752,-73.74769937
-0.108654199,-69.69186224
-0.10930902599999999,-66.0261931
-0.108654199,-60.43260298
-0.08639006800000001,-1.8091811169999998
-0.074275761,23.64368659
-0.06445335,39.83920495
-0.058887317,47.16481351
-0.052339042999999995,56.41861587
-0.048737493,59.8878368
-0.039897323,67.59651937
-0.034003877,71.44963286
-0.023854052,76.26370554
-0.016650951,79.72992518
-0.007810781,82.03737318
-0.001262507,83.76802740000001
0.005285766999999999,84.91997791
0.01445335,86.06974567
0.02329352,86.06237886
0.030169207000000003,84.51343924
0.038027136,82.38497739
0.04457541,78.90729827
0.062255749000000006,69.05460169
0.07437005599999999,62.87166693
0.08157315700000001,59.20054089
0.088448845,55.72258893
0.098271256,51.66347766
0.11038556199999999,47.21665401
0.124464351,41.80368711
0.136251244,38.32164248
0.145418828,35.22758308
0.154586411,32.71222737
0.16604589,29.42335682
0.16899261399999999,25.94867899
0.167028131,19.58457532
0.158842789,1.4586803919999998
0.144436587,-28.62190703
0.13821572599999998,-37.49017977
0.130357798,-49.44350804
0.125119179,-56.5764882
0.11922573199999999,-62.35861404
0.113987113,-66.79097692
0.107111425,-69.87166693
0.09958091,-71.98730508
0.09205039599999999,-72.17393089
0.079608675,-70.62035291
0.059963854000000004,-65.78145136
0.034098172,-59.58705712
0.01707266,-55.7148445
-0.031384567,-44.48619187
-0.051029389,-40.80469773
-0.08049662099999999,-35.57180837
-0.102433339,-31.50260185
-0.138121431,-25.4929235
-0.155146943,-22.58521705
-0.166933836,-21.225085999999997
-0.167588664,-17.17361439
-0.167588664,-12.15818229
-0.15907590800000002,2.881020046
-0.146961601,22.54685072
-0.142050396,28.90849879
-0.136156949,35.07642709
-0.131573157,38.93063195
-0.126661952,42.78456397
-0.12109591900000001,45.4805429
-0.113892818,46.05324401
-0.10603488900000001,46.23959698
-0.092938341,45.45707825
-0.07722248400000001,42.74336442
-0.049719734,38.4766183
-0.020252501000000003,33.82243264
0.026567657,27.22477387
0.061600922,21.40854244
0.11562418099999999,13.26167121
0.14279951800000001,8.609395463
0.170302268,3.956846875
