Total plastic story drift angle *(rad),Force in the actuator (kN)
-0.002839757,-171.9211155
-0.004259635,-177.5888446
-0.005273834,-177.5888446
-0.005070994,-45.34183267
-0.003651116,53.84342629
-0.003245436,91.62828685
-0.002028398,117.1330677
-0.001014199,148.3055777
0.001622718,175.6996016
0.004868154,188.9243028
0.006896552,193.6474104
0.007910751,193.6474104
0.008924949,182.3119522
0.00872211,22.67091633
0.00851927,-28.33864542
0.00811359,-67.06812749
0.007302231,-89.73904382
0.006085193,-105.7976096
0.004868154,-122.8007968
0.002028398,-145.4717131
0,-157.7517928
-0.002636917,-170.0318725
-0.005679513,-179.4780876
-0.007099391,-182.3119522
-0.009939148,-187.9796813
-0.010344828,-163.4195219
-0.009533469,-32.11713147
-0.00851927,28.33864542
-0.00811359,59.51115538
-0.007505071,83.12669323
-0.006490872,106.7422311
-0.004665314,125.6346614
-0.002028398,152.0840637
0.00040568,168.1426295
0.004462475,185.1458167
0.007910751,191.7581673
0.009939148,186.0904382
0.008924949,40.6187251
0.008924949,-24.56015936
0.00811359,-63.28964143
0.006288032,-96.35139442
0.004462475,-127.5239044
0.002839757,-142.6378486
-0.000811359,-162.4749004
-0.004259635,-176.6442231
-0.007302231,-184.2011952
-0.010344828,-187.0350598
-0.009939148,-58.56653386
-0.009127789,21.72629482
-0.007302231,87.8498008
-0.004462475,128.4685259
-0.00040568,158.6964143
0.006490872,191.7581673
0.010547667,203.0936255
0.013995943,205.92749
0.016227181,205.92749
0.018052738,205.92749
0.018864097,187.9796813
0.018661258,26.44940239
0.017444219,-42.50796813
0.016227181,-72.73585657
0.014807302,-94.46215139
0.012981744,-122.8007968
0.011359026,-143.5824701
0.006693712,-161.5302789
0.002028398,-180.4227092
-0.004665314,-193.6474104
-0.011561866,-200.259761
-0.015212982,-203.0936255
-0.018255578,-203.0936255
-0.019675456,-197.4258964
-0.018255578,-55.73266932
-0.01703854,21.72629482
-0.016024341,57.62191235
-0.015010142,83.12669323
-0.013995943,108.6314741
-0.011561866,128.4685259
-0.009533469,147.3609562
-0.006490872,166.2533865
-0.001217039,184.2011952
0.004259635,198.3705179
0.009127789,207.8167331
0.012373225,210.6505976
0.015415822,214.4290837
0.017444219,214.4290837
0.018661258,129.4131474
0.017849899,27.3940239
0.017849899,-29.28326693
0.0168357,-61.40039841
0.015212982,-89.73904382
0.013387424,-115.2438247
0.011764706,-138.8593625
0.00811359,-158.6964143
0.003448276,-170.976494
-0.002434077,-184.2011952
-0.010141988,-196.4812749
-0.017647059,-204.038247
-0.019878296,-197.4258964
-0.017444219,0.944621514
-0.01663286,50.06494024
-0.015212982,86.90517928
-0.012373225,118.0776892
-0.009939148,141.6932271
-0.00811359,160.5856574
-0.003448276,176.6442231
0.002231237,195.5366534
0.010141988,204.9828685
0.015821501,215.3737052
0.018255578,219.1521912
0.023123732,223.8752988
0.026166329,224.8199203
0.027383367,217.2629482
0.027383367,107.6868526
0.027180527,11.33545817
0.026166329,-35.89561753
0.025963489,-59.51115538
0.024543611,-91.62828685
0.022515213,-113.3545817
0.019269777,-134.136255
0.014401623,-157.7517928
0.010547667,-171.9211155
0.005273834,-185.1458167
-0.003042596,-198.3705179
-0.009127789,-208.7613546
-0.020486815,-221.9860558
-0.02515213,-221.9860558
-0.028194726,-216.3183267
-0.029208925,-209.7059761
-0.029614604,-125.6346614
-0.027789047,-16.05856574
-0.026774848,34.95099602
-0.025760649,57.62191235
-0.024543611,83.12669323
-0.022515213,105.7976096
-0.020081136,125.6346614
-0.017849899,143.5824701
-0.014807302,160.5856574
-0.010344828,175.6996016
-0.005882353,190.8135458
0,204.038247
0.009533469,218.2075697
0.018052738,226.7091633
0.02474645,229.5430279
0.026977688,227.6537849
0.027991886,203.0936255
0.027991886,102.963745
0.027789047,63.28964143
0.027180527,14.16932271
0.026369168,-18.89243028
0.025760649,-57.62191235
0.023935091,-95.40677291
0.019675456,-125.6346614
0.015618661,-153.0286853
0.011764706,-167.198008
0.005882353,-187.0350598
0,-196.4812749
-0.007505071,-205.92749
-0.01643002,-217.2629482
-0.021703854,-220.0968127
-0.025963489,-214.4290837
-0.028803245,-210.6505976
-0.030020284,-202.149004
-0.029006085,-87.8498008
-0.027789047,-8.501593625
-0.026166329,49.12031873
-0.02515213,77.45896414
-0.021298174,114.2992032
-0.019066937,134.136255
-0.016227181,153.0286853
-0.012778905,168.1426295
-0.007910751,186.0904382
-0.002839757,198.3705179
0.005679513,214.4290837
0.013387424,223.8752988
0.021298174,228.5984064
0.027586207,235.210757
0.032048682,237.1
0.034685598,237.1
0.035902637,234.2661355
0.036511156,221.0414343
0.036511156,50.06494024
0.035902637,-15.11394422
0.035091278,-39.67410359
0.034077079,-66.12350598
0.032048682,-90.68366534
0.029614604,-122.8007968
0.025557809,-144.5270916
0.019675456,-167.198008
0.013590264,-185.1458167
0.006288032,-201.2043825
-0.003651116,-207.8167331
-0.013793103,-218.2075697
-0.02535497,-219.1521912
-0.031845842,-223.8752988
-0.037119675,-221.0414343
-0.038945233,-214.4290837
-0.039350913,-203.0936255
-0.039148073,-155.8625498
-0.036105477,6.612350598
-0.035496957,36.84023904
-0.034279919,68.95737052
-0.032454361,87.8498008
-0.029614604,115.2438247
-0.026166329,134.136255
-0.022109533,155.8625498
-0.016227181,171.9211155
-0.007910751,193.6474104
-0.00020284,205.92749
0.007910751,217.2629482
0.018255578,227.6537849
0.031440162,237.1
0.035294118,237.1
0.037119675,226.7091633
0.036713996,108.6314741
0.035496957,3.778486056
0.034482759,-44.39721116
0.03306288,-76.51434263
0.031440162,-108.6314741
0.027586207,-134.136255
0.022312373,-158.6964143
0.014807302,-179.4780876
0.00872211,-190.8135458
0.00040568,-204.9828685
-0.009127789,-214.4290837
-0.021095335,-217.2629482
-0.026369168,-215.3737052
-0.031237323,-209.7059761
-0.037525355,-198.3705179
-0.040365112,-195.5366534
-0.042190669,-182.3119522
-0.04158215,-150.1948207
-0.040365112,-70.84661355
-0.037728195,17.00318725
-0.034685598,67.06812749
-0.029614604,116.1884462
-0.021501014,153.9733068
-0.012981744,182.3119522
-0.003245436,198.3705179
0.007302231,214.4290837
0.017241379,222.9306773
0.027586207,228.5984064
0.03326572,228.5984064
0.036511156,228.5984064
0.042393509,221.0414343
0.046247465,220.0968127
0.047464503,211.5952191
0.048275862,160.5856574
0.046653144,47.2310757
0.046044625,-18.89243028
0.043813387,-58.56653386
0.040770791,-96.35139442
0.038336714,-117.1330677
0.035091278,-134.136255
0.030628803,-153.9733068
0.025963489,-166.2533865
0.019472617,-182.3119522
0.013995943,-188.9243028
0.006693712,-195.5366534
-0.001825558,-198.3705179
-0.012981744,-191.7581673
-0.020081136,-188.9243028
-0.030831643,-177.5888446
-0.037525355,-171.9211155
-0.046450304,-165.3087649
-0.051724138,-164.3641434
-0.054361055,-157.7517928
-0.054158215,-115.2438247
-0.047464503,26.44940239
-0.04198783,67.06812749
-0.038336714,85.96055777
-0.034077079,104.852988
-0.024543611,129.4131474
-0.011561866,161.5302789
-0.001419878,177.5888446
0.00851927,188.9243028
0.017444219,196.4812749
0.026572008,203.0936255
0.036308316,200.259761
0.045233266,197.4258964
0.049290061,195.5366534
0.05030426,179.4780876
0.05030426,127.5239044
0.048275862,28.33864542
0.045841785,-26.44940239
0.044219067,-51.00956175
0.042190669,-73.68047809
0.036105477,-114.2992032
0.026572008,-142.6378486
0.019269777,-156.8071713
0.010953347,-161.5302789
-0.006896552,-160.5856574
-0.022718053,-157.7517928
-0.036713996,-154.9179283
-0.047667343,-153.9733068
-0.053549696,-150.1948207
-0.055578093,-102.0191235
-0.05030426,-28.33864542
-0.046247465,14.16932271
-0.044219067,33.06175299
-0.039350913,56.67729084
-0.036105477,68.95737052
-0.029006085,87.8498008
-0.020486815,108.6314741
-0.00831643,130.3577689
0.003448276,148.3055777
0.01643002,166.2533865
0.027789047,171.9211155
0.038945233,175.6996016
0.046855984,176.6442231
0.053346856,176.6442231
0.05821501,173.8103586
0.060243408,164.3641434
0.060649087,150.1948207
0.05801217,46.28645418
0.056592292,0
0.054361055,-25.50478088
0.051521298,-53.84342629
0.047870183,-75.56972112
0.043610548,-94.46215139
0.039350913,-103.9083665
0.034482759,-116.1884462
0.028194726,-129.4131474
0.021906694,-133.1916335
0.013995943,-139.8039841
0.005679513,-139.8039841
-0.004868154,-139.8039841
-0.019269777,-138.8593625
-0.032454361,-138.8593625
-0.038945233,-138.8593625
-0.051521298,-139.8039841
-0.05801217,-139.8039841
-0.065111562,-136.9701195
-0.06673428,-133.1916335
-0.068559838,-86.90517928
-0.065517241,-56.67729084
-0.059634888,-18.89243028
-0.056592292,1.889243028
