type,section,h,b,t,h_over_t,b_over_t,r_o,r_i,wei,perim,area,a_vz,a_vy,i_y,r_y,s_y,z_y,i_z,r_z,s_z,z_z,j,c_w,,,,,,,,,,,,
RHS,HSS 10 x 3 x 5/16,254,76.2,7.9502,31.4,7.3,23.9,15.9,25.46,660.4,4522.6,3659.5,832.4,31758457.8,83.8,250722.1,332657.4,4578545.7,31.8,120117.2,137979.1,13735637.0,249083.4,,,,,,,,,,,,
RHS,HSS 10 x 3 x 1/4,254,76.2,6.35,39.9,9.9,19.1,12.7,20.72,660.4,3677.4,2983.9,725.8,26472318.7,84.8,208115.7,273664.0,3862627.6,32.5,101435.9,114545.6,11487987.3,204838.3,,,,,,,,,,,,
RHS,HSS 10 x 3 x 3/16,254,76.2,4.7752,54.5,14.2,14.3,9.6,15.8,660.4,2787.1,2289.0,590.9,20561832.4,85.9,162231.9,209754.4,3050976.3,33.0,80132.7,88654.0,8948975.7,157971.3,,,,,,,,,,,,
RHS,HSS 10 x 3 x 0.134,254,76.2,3.4036,77,21,10.2,6.8,11.45,660.4,2032.3,1659.5,449.2,15234070.2,86.6,119625.6,154038.4,2297597.5,33.5,60304.4,65712.1,6659702.8,116184.3,,,,,,,,,,,,
RHS,HSS 10 x 3 x 1/8,254,76.2,3.175,83.2,22.9,9.5,6.4,10.71,660.4,1890.3,1552.4,423.4,14235114.8,86.9,111432.0,144206.2,2147754.2,33.8,56371.5,61287.6,6201848.2,108318.5,,,,,,,,,,,,
RHS,HSS 10 x 2 x 3/8,254,50.8,9.525,25.7,2.7,28.6,19.1,27.48,609.6,4890.3,4294.3,423.4,29843793.2,78.2,234335.0,332657.4,1956287.7,20.1,77019.2,94389.5,6618079.7,180257.7,,,,,,,,,,,,
RHS,HSS 10 x 2 x 5/16,254,50.8,7.9502,31.4,3.9,23.9,15.9,23.34,609.6,4148.4,3659.5,428.5,26056087.2,79.2,204838.3,286773.6,1764821.2,20.6,69481.2,82918.5,5910486.2,156660.3,,,,,,,,,,,,
RHS,HSS 10 x 2 x 1/4,254,50.8,6.35,39.9,5.6,19.1,12.7,19.02,609.6,3380.6,2983.9,403.2,21852149.8,80.5,172064.2,235973.7,1527569.3,21.3,60140.5,69808.9,5078023.4,130932.6,,,,,,,,,,,,
RHS,HSS 10 x 2 x 3/16,254,50.8,4.7752,54.5,8.5,14.3,9.6,14.53,609.6,2567.7,2289.0,348.3,17065488.4,81.5,134373.9,181896.4,1236207.3,21.8,48669.6,54732.8,4054094.1,101927.5,,,,,,,,,,,,
RHS,HSS 9 x 7 x 5/8,228.6,177.8,15.875,12.5,9,47.6,31.8,59.32,812.8,10580.6,5746.0,4133.1,72424268.1,82.8,634179.4,791495.2,48699076.8,67.8,547327.9,663676.1,97814385.0,1015998.0,,,,,,,,,,,,
RHS,HSS 9 x 7 x 1/2,228.6,177.8,12.7,16.4,12.1,38.1,25.4,48.85,812.8,8709.7,4838.7,3548.4,62018482.4,84.3,542411.8,663676.1,41623142.6,69.1,468670.0,557160.2,81997590.8,843933.8,,,,,,,,,,,,
RHS,HSS 9 x 7 x 3/8,228.6,177.8,9.525,22.8,17.1,28.6,19.1,37.69,812.8,6709.7,3810.5,2842.7,49531539.6,85.9,432618.5,521108.6,33465006.6,70.6,376902.5,437534.6,64099639.5,655482.6,,,,,,,,,,,,
RHS,HSS 9 x 7 x 5/16,228.6,177.8,7.9502,27.9,21.1,23.9,15.9,31.84,812.8,5651.6,3255.6,2447.9,42455605.4,86.6,371986.4,444089.4,28803214.7,71.4,324463.9,373625.1,54526316.8,555521.5,,,,,,,,,,,,
RHS,HSS 9 x 7 x 1/4,228.6,177.8,6.35,35.6,27,19.1,12.7,25.82,812.8,4580.6,2661.3,2016.1,35005062.9,87.4,306438.1,363792.8,23808437.5,72.1,267109.1,306438.1,44536762.5,452283.0,,,,,,,,,,,,
RHS,HSS 9 x 7 x 3/16,228.6,177.8,4.7752,48.7,37.2,14.3,9.6,19.63,812.8,3464.5,2046.4,1561.2,26930173.2,88.1,235973.7,276941.4,18355805.9,72.9,206477.0,234335.0,34006107.5,342489.6,,,,,,,,,,,,
RHS,HSS 9 x 5 x 5/8,228.6,127,15.875,12.5,5.6,47.6,31.8,50.81,711.2,9032.2,5746.0,2520.2,55358779.6,78.2,485057.1,630902.0,21644034.1,49.0,340850.9,414592.7,53277622.5,696450.2,,,,,,,,,,,,
RHS,HSS 9 x 5 x 1/2,228.6,127,12.7,16.4,7.8,38.1,25.4,42.05,711.2,7483.9,4838.7,2258.1,47866613.9,80.0,419508.8,532579.6,18813660.4,50.0,296605.9,352321.9,45369225.4,583379.5,,,,,,,,,,,,
RHS,HSS 9 x 5 x 3/8,228.6,127,9.525,22.8,11.3,28.6,19.1,32.58,711.2,5787.1,3810.5,1875.0,38501406.9,81.5,337573.5,421147.5,15317316.5,51.6,240889.8,280218.8,36170510.9,457199.1,,,,,,,,,,,,
RHS,HSS 9 x 5 x 5/16,228.6,127,7.9502,27.9,14.2,23.9,15.9,27.59,711.2,4896.8,3255.6,1640.1,33215267.8,82.3,290051.0,360515.4,13319405.6,52.1,209754.4,239251.1,30967618.1,390012.1,,,,,,,,,,,,
RHS,HSS 9 x 5 x 1/4,228.6,127,6.35,35.6,18.5,19.1,12.7,22.42,711.2,3980.6,2661.3,1371.0,27512897.2,83.1,240889.8,296605.9,11071755.9,52.8,173702.9,196644.8,25473363.2,317909.0,,,,,,,,,,,,
RHS,HSS 9 x 5 x 3/16,228.6,127,4.7752,48.7,25.7,14.3,9.6,17.08,711.2,3012.9,2046.4,1076.1,21269425.8,84.1,186812.5,226141.5,8615990.5,53.6,135684.9,151580.3,19521253.9,242528.5,,,,,,,,,,,,
RHS,HSS 8 x 6 x 5/8,203.2,152.4,15.875,10.8,7.3,47.6,31.8,50.81,711.2,9032.2,4939.5,3326.6,47450382.5,72.4,467031.3,591573.0,30093532.1,57.7,394928.2,483418.4,62434713.8,753804.9,,,,,,,,,,,,
RHS,HSS 8 x 6 x 1/2,203.2,152.4,12.7,14.2,9.9,38.1,25.4,42.05,711.2,7483.9,4193.5,2903.2,40873926.0,73.9,403121.8,499805.5,26014464.1,58.9,340850.9,408037.9,52861391.1,629263.3,,,,,,,,,,,,
RHS,HSS 8 x 6 x 3/8,203.2,152.4,9.525,19.9,14.2,28.6,19.1,32.58,711.2,5787.1,3326.6,2358.9,32923905.8,75.4,324463.9,394928.2,21061310.1,60.5,276941.4,324463.9,41623142.6,491611.9,,,,,,,,,,,,
RHS,HSS 8 x 6 x 5/16,203.2,152.4,7.9502,24.5,17.6,23.9,15.9,27.59,711.2,4896.8,2851.7,2044.0,28428606.4,76.2,280218.8,337573.5,18230936.4,61.0,239251.1,276941.4,35712656.3,417870.1,,,,,,,,,,,,
RHS,HSS 8 x 6 x 1/4,203.2,152.4,6.35,31.3,22.8,19.1,12.7,22.42,711.2,3980.6,2338.7,1693.5,23558698.7,77.0,232696.3,276941.4,15150823.9,61.7,198283.5,227780.2,29261069.2,340850.9,,,,,,,,,,,,
RHS,HSS 8 x 6 x 3/16,203.2,152.4,4.7752,43,31.5,14.3,9.6,17.08,711.2,3012.9,1803.8,1318.7,18189313.3,77.7,178619.0,213031.8,11737726.2,62.5,154038.4,175341.6,22351627.6,258915.6,,,,,,,,,,,,
RHS,HSS 8 x 5 x 1/2,203.2,127,12.7,14.2,7.8,38.1,25.4,38.64,660.4,6883.9,4193.5,2258.1,35379671.2,71.6,349044.5,442450.7,16815749.6,49.5,265470.4,317909.0,38459783.7,514553.8,,,,,,,,,,,,
RHS,HSS 8 x 5 x 3/8,203.2,127,9.525,19.9,11.3,28.6,19.1,30.03,660.4,5335.5,3326.6,1875.0,28678345.2,73.4,281857.5,350683.2,13735637.0,50.8,216309.2,253999.5,30634632.9,404760.5,,,,,,,,,,,,
RHS,HSS 8 x 5 x 5/16,203.2,127,7.9502,24.5,14.2,23.9,15.9,25.46,660.4,4522.6,2851.7,1640.1,24849016.1,74.2,244167.3,301522.0,11945841.9,51.3,188123.5,217456.3,26264203.0,344128.3,,,,,,,,,,,,
RHS,HSS 8 x 5 x 1/4,203.2,127,6.35,31.3,18.5,19.1,12.7,20.72,660.4,3677.4,2338.7,1371.0,20645078.7,74.9,203199.6,247444.7,9989554.2,52.1,157315.8,179274.5,21602411.0,281857.5,,,,,,,,,,,,
RHS,HSS 8 x 5 x 3/16,203.2,127,4.7752,43,25.7,14.3,9.6,15.8,660.4,2787.1,1803.8,1076.1,15983286.7,75.7,157315.8,190089.9,7783527.7,52.8,122575.2,137815.2,16566010.7,214670.5,,,,,,,,,,,,
RHS,HSS 8 x 5 x 0.134,203.2,127,3.4036,61,37,10.2,6.8,11.45,660.4,2064.5,1313.7,795.0,11820972.5,76.2,116348.2,139290.0,5785616.8,53.3,91767.6,101599.8,12153957.6,157315.8,,,,,,,,,,,,
RHS,HSS 8 x 5 x 1/8,203.2,127,3.175,66,40.1,9.5,6.4,10.71,660.4,1890.3,1229.8,746.0,11030132.8,76.5,108646.2,129457.8,5411008.5,53.6,85212.7,94553.4,11321494.8,145844.9,,,,,,,,,,,,
RHS,HSS 8 x 4 x 5/8,203.2,101.6,15.875,10.8,3.9,47.6,31.8,42.3,609.6,7548.4,4939.5,1713.7,34130976.9,67.3,335934.8,449005.6,11071755.9,38.4,217948.0,272025.3,29261069.2,470308.7,,,,,,,,,,,,
RHS,HSS 8 x 4 x 1/2,203.2,101.6,12.7,14.2,5.6,38.1,25.4,35.24,609.6,6283.9,4193.5,1612.9,29885416.4,69.1,294967.2,385096.0,9823061.6,39.6,193367.4,234335.0,25431740.1,399844.4,,,,,,,,,,,,
RHS,HSS 8 x 4 x 3/8,203.2,101.6,9.525,19.9,8.5,28.6,19.1,27.48,609.6,4890.3,3326.6,1391.1,24432784.7,70.6,240889.8,308076.8,8158135.9,40.9,160593.2,188451.2,20520209.3,316270.3,,,,,,,,,,,,
RHS,HSS 8 x 4 x 5/16,203.2,101.6,7.9502,24.5,10.7,23.9,15.9,23.34,609.6,4148.4,2851.7,1236.2,21227802.7,71.6,209754.4,263831.7,7159180.5,41.7,140928.8,162395.8,17731458.7,270386.6,,,,,,,,,,,,
RHS,HSS 8 x 4 x 1/4,203.2,101.6,6.35,31.3,14.2,19.1,12.7,19.02,609.6,3380.6,2338.7,1048.4,17689835.6,72.4,173702.9,217948.0,5993732.5,42.2,117986.9,134373.9,14692969.3,222864.1,,,,,,,,,,,,
RHS,HSS 8 x 4 x 3/16,203.2,101.6,4.7752,43,20,14.3,9.6,14.53,609.6,2567.7,1803.8,833.5,13777260.2,73.2,135684.9,167148.1,4703415.1,42.7,92586.9,103730.1,11321494.8,170425.5,,,,,,,,,,,,
RHS,HSS 8 x 4 x 1/8,203.2,101.6,3.175,66,31.5,9.5,6.4,9.86,609.6,1741.9,1229.8,584.7,9531699.6,73.9,93897.9,114709.4,3288228.3,43.4,64728.9,71447.6,7783527.7,116348.2,,,,,,,,,,,,
RHS,HSS 8 x 3 x 1/2,203.2,76.2,12.7,14.2,3.5,38.1,25.4,31.84,558.8,5683.9,4193.5,967.7,24391161.5,65.5,240889.8,327741.3,4869907.7,29.2,127819.1,157971.3,14276737.9,285134.9,,,,,,,,,,,,
RHS,HSS 8 x 3 x 3/8,203.2,76.2,9.525,19.9,5.6,28.6,19.1,24.93,558.8,4438.7,3326.6,907.3,20187224.1,67.6,198283.5,263831.7,4141502.7,30.5,108646.2,129130.1,11862595.6,229418.9,,,,,,,,,,,,
RHS,HSS 8 x 3 x 5/16,203.2,76.2,7.9502,24.5,7.3,23.9,15.9,21.21,558.8,3774.2,2851.7,832.4,17648212.4,68.3,173702.9,227780.2,3666998.9,31.2,96192.1,112087.5,10364162.5,198283.5,,,,,,,,,,,,
RHS,HSS 8 x 3 x 1/4,203.2,76.2,6.35,31.3,9.9,19.1,12.7,17.32,558.8,3077.4,2338.7,725.8,14776215.6,69.3,145517.1,188451.2,3117573.4,31.8,81771.4,93406.3,8657613.7,163870.6,,,,,,,,,,,,
RHS,HSS 8 x 3 x 3/16,203.2,76.2,4.7752,43,14.2,14.3,9.6,13.25,558.8,2341.9,1803.8,590.9,11571233.6,70.4,113890.1,145353.3,2472414.7,32.5,64892.8,72594.7,6742949.1,125852.7,,,,,,,,,,,,
RHS,HSS 8 x 3 x 0.134,203.2,76.2,3.4036,61,21,10.2,6.8,9.63,558.8,1709.7,1313.7,449.2,8615990.5,70.9,84885.0,107335.3,1864716.8,33.0,48997.3,53913.4,5036400.2,92586.9,,,,,,,,,,,,
RHS,HSS 8 x 3 x 1/8,203.2,76.2,3.175,66,22.9,9.5,6.4,9.01,558.8,1587.1,1229.8,423.4,8033266.5,71.1,79149.5,100125.0,1748172.0,33.3,45883.8,50308.3,4703415.1,86359.8,,,,,,,,,,,,
RHS,HSS 8 x 2 x 3/8,203.2,50.8,9.525,19.9,2.7,28.6,19.1,22.37,508.0,3987.1,3326.6,423.4,15900040.5,63.2,156496.5,219586.7,1552543.2,19.8,61123.7,75544.4,5036400.2,141748.1,,,,,,,,,,,,
RHS,HSS 8 x 2 x 5/16,203.2,50.8,7.9502,24.5,3.9,23.9,15.9,19.08,508.0,3393.5,2851.7,428.5,14026999.0,64.3,138142.9,190089.9,1406862.2,20.3,55388.3,66531.5,4536922.5,124050.1,,,,,,,,,,,,
RHS,HSS 8 x 2 x 1/4,203.2,50.8,6.35,31.3,5.6,19.1,12.7,15.62,508.0,2774.2,2338.7,403.2,11862595.6,65.3,116839.8,158626.8,1223720.4,21.1,48178.0,56207.6,3895926.1,104057.9,,,,,,,,,,,,
RHS,HSS 8 x 2 x 3/16,203.2,50.8,4.7752,43,8.5,14.3,9.6,11.97,508.0,2116.1,1803.8,348.3,9323583.9,66.3,91767.6,123066.9,994793.1,21.6,39165.1,44245.1,3113411.1,81116.0,,,,,,,,,,,,
RHS,HSS 8 x 2 x 0.134,203.2,50.8,3.4036,61,13,10.2,6.8,8.72,508.0,1548.4,1313.7,276.3,6992688.0,67.3,68825.7,91112.1,761703.5,22.1,29988.3,33265.7,2355869.9,60304.4,,,,,,,,,,,,
RHS,HSS 8 x 2 x 1/8,203.2,50.8,3.175,66,14.2,9.5,6.4,8.16,508.0,1438.7,1229.8,262.1,6534833.4,67.3,64401.2,85048.9,715918.1,22.4,28185.8,31135.4,2206026.6,56371.5,,,,,,,,,,,,
RHS,HSS 7 x 5 x 1/2,177.8,127,12.7,12.1,7.8,38.1,25.4,35.24,609.6,6283.9,3548.4,2258.1,25223624.4,63.2,283496.2,358876.7,14817838.8,48.5,232696.3,283496.2,31550342.1,445728.1,,,,,,,,,,,,
RHS,HSS 7 x 5 x 3/8,177.8,127,9.525,17.1,11.3,28.6,19.1,27.48,609.6,4890.3,2842.7,1875.0,20603455.6,65.0,231057.6,286773.6,12195580.8,50.0,191728.6,226141.5,25223624.4,350683.2,,,,,,,,,,,,
RHS,HSS 7 x 5 x 5/16,177.8,127,7.9502,21.1,14.2,23.9,15.9,23.34,609.6,4148.4,2447.9,1640.1,17897951.3,65.8,201560.9,245806.0,10613901.4,50.5,167148.1,195006.1,21685657.3,299883.3,,,,,,,,,,,,
RHS,HSS 7 x 5 x 1/4,177.8,127,6.35,27,18.5,19.1,12.7,19.02,609.6,3380.6,2016.1,1371.0,14942708.2,66.5,168786.8,203199.6,8865729.4,51.3,139617.8,161084.8,17856328.2,245806.0,,,,,,,,,,,,
RHS,HSS 7 x 5 x 3/16,177.8,127,4.7752,37.2,25.7,14.3,9.6,14.53,609.6,2567.7,1561.2,1076.1,11612856.8,67.3,130604.9,156004.8,6909441.7,51.8,108810.1,124050.1,13694013.9,186812.5,,,,,,,,,,,,
RHS,HSS 7 x 5 x 1/8,177.8,127,3.175,57.3,40.1,9.5,6.4,9.86,609.6,1741.9,1068.5,746.0,8033266.5,67.8,90292.7,107007.5,4828284.5,52.6,76036.0,85212.7,9365207.1,127655.2,,,,,,,,,,,,
RHS,HSS 7 x 4 x 1/2,177.8,101.6,12.7,12.1,5.6,38.1,25.4,31.84,558.8,5683.9,3548.4,1612.9,21102933.3,61.0,237612.4,308076.8,8615990.5,38.9,170425.5,206477.0,21019687.0,345767.1,,,,,,,,,,,,
RHS,HSS 7 x 4 x 3/8,177.8,101.6,9.525,17.1,8.5,28.6,19.1,24.93,558.8,4438.7,2842.7,1391.1,17398473.6,62.5,195006.1,247444.7,7200803.7,40.4,141748.1,167148.1,17065488.4,275302.7,,,,,,,,,,,,
RHS,HSS 7 x 4 x 5/16,177.8,101.6,7.9502,21.1,10.7,23.9,15.9,21.21,558.8,3774.2,2447.9,1236.2,15192447.0,63.5,170425.5,214670.5,6326717.7,40.9,124541.7,144697.8,14734592.5,235973.7,,,,,,,,,,,,
RHS,HSS 7 x 4 x 1/4,177.8,101.6,6.35,27,14.2,19.1,12.7,17.32,558.8,3077.4,2016.1,1048.4,12695058.5,64.3,142731.3,176980.3,5327762.2,41.7,104877.2,120117.2,12195580.8,193367.4,,,,,,,,,,,,
RHS,HSS 7 x 4 x 3/16,177.8,101.6,4.7752,37.2,20,14.3,9.6,13.25,558.8,2341.9,1561.2,833.5,9906307.9,65.0,111432.0,136504.2,4162314.3,42.2,81935.3,92914.7,9448453.4,148630.7,,,,,,,,,,,,
RHS,HSS 7 x 4 x 0.134,177.8,101.6,3.4036,53,29,10.2,6.8,9.63,558.8,1709.7,1140.8,622.1,7367296.2,65.5,82918.5,100780.4,3125898.0,42.7,61615.4,68661.8,6951064.8,108974.0,,,,,,,,,,,,
RHS,HSS 7 x 4 x 1/8,177.8,101.6,3.175,57.3,31.5,9.5,6.4,9.01,558.8,1587.1,1068.5,584.7,6909441.7,66.0,77674.7,93897.9,2926106.9,42.9,57682.5,64073.4,6493210.2,101599.8,,,,,,,,,,,,
RHS,HSS 7 x 3 x 1/2,177.8,76.2,12.7,12.1,3.5,38.1,25.4,28.43,508.0,5083.9,3548.4,967.7,16940619.0,57.7,190089.9,258915.6,4245560.5,29.0,111432.0,138634.6,11904218.8,245806.0,,,,,,,,,,,,
RHS,HSS 7 x 3 x 3/8,177.8,76.2,9.525,17.1,5.6,28.6,19.1,22.37,508.0,3987.1,2842.7,907.3,14193491.6,59.7,159610.0,209754.4,3625375.7,30.2,95208.8,113890.1,9947931.1,198283.5,,,,,,,,,,,,
RHS,HSS 7 x 3 x 5/16,177.8,76.2,7.9502,21.1,7.3,23.9,15.9,19.08,508.0,3393.5,2447.9,832.4,12445319.6,60.5,139945.5,181896.4,3221631.2,30.7,84557.3,99141.7,8699236.8,172064.2,,,,,,,,,,,,
RHS,HSS 7 x 3 x 1/4,177.8,76.2,6.35,27,9.9,19.1,12.7,15.62,508.0,2774.2,2016.1,725.8,10489031.9,61.5,117986.9,151088.7,2747127.4,31.5,72103.1,82918.5,7284049.9,142239.7,,,,,,,,,,,,
RHS,HSS 7 x 3 x 3/16,177.8,76.2,4.7752,37.2,14.2,14.3,9.6,11.97,508.0,2116.1,1561.2,590.9,8241382.2,62.5,92750.8,117003.6,2181052.7,32.0,57190.9,64565.0,5702370.5,109629.5,,,,,,,,,,,,
RHS,HSS 7 x 3 x 0.134,177.8,76.2,3.4036,53,21,10.2,6.8,8.72,508.0,1548.4,1140.8,449.2,6160225.1,63.0,69317.3,86687.6,1648276.4,32.5,43261.8,48014.1,4224749.0,80788.2,,,,,,,,,,,,
RHS,HSS 7 x 3 x 1/8,177.8,76.2,3.175,57.3,22.9,9.5,6.4,8.16,508.0,1438.7,1068.5,423.4,5743993.7,63.2,64565.0,80788.2,1544218.6,32.8,40476.0,44736.7,3945873.9,75380.5,,,,,,,,,,,,
RHS,HSS 6 x 5 x 1/2,152.4,127,12.7,9.9,7.8,38.1,25.4,31.84,558.8,5683.9,2903.2,2258.1,17107111.6,54.9,224502.8,281857.5,12819927.9,47.5,201560.9,249083.4,24890639.3,376902.5,,,,,,,,,,,,
RHS,HSS 6 x 5 x 3/8,152.4,127,9.525,14.2,11.3,28.6,19.1,24.93,558.8,4438.7,2358.9,1875.0,14110245.3,56.4,185173.8,226141.5,10613901.4,49.0,167148.1,199922.2,20020731.6,298244.6,,,,,,,,,,,,
RHS,HSS 6 x 5 x 5/16,152.4,127,7.9502,17.6,14.2,23.9,15.9,21.21,558.8,3774.2,2044.0,1640.1,12320450.2,57.2,161740.3,195006.1,9281960.8,49.5,146172.6,172064.2,17231981.0,255638.2,,,,,,,,,,,,
RHS,HSS 6 x 5 x 1/4,152.4,127,6.35,22.8,18.5,19.1,12.7,17.32,558.8,3077.4,1693.5,1371.0,10280916.2,57.9,134865.5,161740.3,7783527.7,50.3,122575.2,142895.2,14235114.8,209754.4,,,,,,,,,,,,
RHS,HSS 6 x 5 x 3/16,152.4,127,4.7752,31.5,25.7,14.3,9.6,13.25,558.8,2341.9,1318.7,1076.1,8033266.5,58.7,105368.8,124869.4,6076978.8,51.1,95700.5,110284.9,10946886.5,159937.7,,,,,,,,,,,,
RHS,HSS 6 x 5 x 0.134,152.4,127,3.4036,45,37,10.2,6.8,9.63,558.8,1709.7,967.9,795.0,5993732.5,59.2,78657.9,92095.3,4536922.5,51.6,71447.6,81443.7,8033266.5,117167.5,,,,,,,,,,,,
RHS,HSS 6 x 5 x 1/8,152.4,127,3.175,48.7,40.1,9.5,6.4,9.01,558.8,1587.1,907.3,746.0,5577501.1,59.2,73250.2,85868.2,4245560.5,51.8,66859.2,75872.1,7492165.7,109137.8,,,,,,,,,,,,
RHS,HSS 6 x 4 x 1/2,152.4,101.6,12.7,9.9,5.6,38.1,25.4,28.43,508.0,5083.9,2903.2,1612.9,14151868.5,52.8,185173.8,239251.1,7408919.4,38.1,145844.9,180257.7,16774126.5,291689.7,,,,,,,,,,,,
RHS,HSS 6 x 4 x 3/8,152.4,101.6,9.525,14.2,8.5,28.6,19.1,22.37,508.0,3987.1,2358.9,1391.1,11779349.3,54.4,154530.0,195006.1,6201848.2,39.4,122083.6,146500.4,13652390.8,232696.3,,,,,,,,,,,,
RHS,HSS 6 x 4 x 5/16,152.4,101.6,7.9502,17.6,10.7,23.9,15.9,19.08,508.0,3393.5,2044.0,1236.2,10322539.4,55.1,135521.0,168786.8,5494254.8,40.1,108154.6,126999.7,11820972.5,199922.2,,,,,,,,,,,,
RHS,HSS 6 x 4 x 1/4,152.4,101.6,6.35,22.8,14.2,19.1,12.7,15.62,508.0,2774.2,1693.5,1048.4,8699236.8,55.9,114217.8,139781.7,4620168.8,40.9,90948.2,105696.6,9823061.6,165509.3,,,,,,,,,,,,
RHS,HSS 6 x 4 x 3/16,152.4,101.6,4.7752,31.5,20,14.3,9.6,11.97,508.0,2116.1,1318.7,833.5,6826195.4,56.9,89637.2,108154.6,3646187.3,41.4,71775.3,81935.3,7575411.9,126835.9,,,,,,,,,,,,
RHS,HSS 6 x 4 x 0.134,152.4,101.6,3.4036,45,29,10.2,6.8,8.72,508.0,1548.4,967.9,622.1,5078023.4,57.2,66695.4,79968.9,2734640.5,41.9,53913.4,60796.0,5619124.2,93078.5,,,,,,,,,,,,
RHS,HSS 6 x 4 x 1/8,152.4,101.6,3.175,48.7,31.5,9.5,6.4,8.16,508.0,1438.7,907.3,584.7,4745038.3,57.4,62270.8,74725.0,2559823.3,42.2,50472.2,56699.2,5244516.0,86851.4,,,,,,,,,,,,
RHS,HSS 6 x 3 x 1/2,152.4,76.2,12.7,9.9,3.5,38.1,25.4,25.03,457.2,4483.9,2903.2,967.7,11155002.2,49.8,146336.5,198283.5,3617051.1,28.4,94881.1,119297.8,9614945.9,208115.7,,,,,,,,,,,,
RHS,HSS 6 x 3 x 3/8,152.4,76.2,9.525,14.2,5.6,28.6,19.1,19.82,457.2,3535.5,2358.9,907.3,9448453.4,51.8,124050.1,162231.9,3113411.1,29.7,81771.4,98814.0,8033266.5,168786.8,,,,,,,,,,,,
RHS,HSS 6 x 3 x 5/16,152.4,76.2,7.9502,17.6,7.3,23.9,15.9,16.96,457.2,3019.3,2044.0,832.4,8366251.7,52.6,109793.3,141092.6,2776263.6,30.2,72922.4,86359.8,7034311.1,146008.7,,,,,,,,,,,,
RHS,HSS 6 x 3 x 1/4,152.4,76.2,6.35,22.8,9.9,19.1,12.7,13.91,457.2,2477.4,1693.5,725.8,7075934.2,53.3,92914.7,117823.0,2372519.1,31.0,62270.8,72267.0,5910486.2,121100.4,,,,,,,,,,,,
RHS,HSS 6 x 3 x 3/16,152.4,76.2,4.7752,31.5,14.2,14.3,9.6,10.7,457.2,1890.3,1318.7,590.9,5577501.1,54.4,73250.2,91603.7,1893853.0,31.8,49652.8,56535.4,4620168.8,93570.1,,,,,,,,,,,,
RHS,HSS 6 x 3 x 0.134,152.4,76.2,3.4036,45,21,10.2,6.8,7.81,457.2,1387.1,967.9,449.2,4203937.4,55.1,55224.4,68006.3,1435998.4,32.3,37690.2,42114.8,3442233.9,69153.4,,,,,,,,,,,,
RHS,HSS 6 x 3 x 1/8,152.4,76.2,3.175,48.7,22.9,9.5,6.4,7.31,457.2,1290.3,907.3,423.4,3925062.3,55.1,51455.4,63417.9,1344427.5,32.3,35232.2,39329.0,3217468.9,64401.2,,,,,,,,,,,,
RHS,HSS 6 x 2 x 3/8,152.4,50.8,9.525,14.2,2.7,28.6,19.1,17.27,406.4,3083.9,2358.9,423.4,7117557.4,48.0,93406.3,129949.4,1152961.0,19.3,45392.2,56699.2,3504668.6,104057.9,,,,,,,,,,,,
RHS,HSS 6 x 2 x 5/16,152.4,50.8,7.9502,17.6,3.9,23.9,15.9,14.83,406.4,2645.2,2044.0,428.5,6368340.8,49.0,83574.0,113890.1,1048903.2,19.8,41295.4,50308.3,3163358.8,91439.8,,,,,,,,,,,,
RHS,HSS 6 x 2 x 1/4,152.4,50.8,6.35,22.8,5.6,19.1,12.7,12.21,406.4,2174.2,1693.5,403.2,5452631.7,50.0,71611.5,95700.5,919871.5,20.6,36215.4,42770.2,2726315.8,77019.2,,,,,,,,,,,,
RHS,HSS 6 x 2 x 3/16,152.4,50.8,4.7752,31.5,8.5,14.3,9.6,9.42,406.4,1664.5,1318.7,348.3,4370430.0,51.3,57354.7,75052.8,749216.6,21.3,29496.7,33921.2,2181052.7,60304.4,,,,,,,,,,,,
RHS,HSS 6 x 2 x 0.134,152.4,50.8,3.4036,45,13,10.2,6.8,6.89,406.4,1225.8,967.9,276.3,3296552.9,51.8,43261.8,56043.8,578561.7,21.8,22778.0,25563.8,1656601.1,45064.4,,,,,,,,,,,,
RHS,HSS 6 x 2 x 1/8,152.4,50.8,3.175,48.7,14.2,9.5,6.4,6.46,406.4,1141.9,907.3,262.1,3088437.2,52.1,40476.0,52274.7,545263.2,21.8,21467.1,23925.1,1548380.9,42114.8,,,,,,,,,,,,
RHS,HSS 6 x 2 x 0.120,152.4,50.8,3.048,50.6,14.9,9.1,6.1,6.21,406.4,1103.2,873.3,253.9,2992704.0,52.1,39329.0,50636.0,528613.9,21.8,20811.6,23105.8,1502595.4,40639.9,,,,,,,,,,,,
RHS,HSS 5 x 4 x 1/2,127,101.6,12.7,7.8,5.6,38.1,25.4,25.03,457.2,4483.9,2258.1,1612.9,8824106.2,44.5,138962.3,178619.0,6201848.2,37.1,122083.6,153219.0,12611812.2,237612.4,,,,,,,,,,,,
RHS,HSS 5 x 4 x 3/8,127,101.6,9.525,11.3,8.5,28.6,19.1,19.82,457.2,3535.5,1875.0,1391.1,7450542.5,46.0,117331.4,146828.1,5244516.0,38.6,103238.5,125688.8,10364162.5,191728.6,,,,,,,,,,,,
RHS,HSS 5 x 4 x 5/16,127,101.6,7.9502,14.2,10.7,23.9,15.9,16.96,457.2,3019.3,1640.1,1236.2,6576456.5,46.7,103566.2,127655.2,4620168.8,39.1,90948.2,109301.7,9032221.9,165509.3,,,,,,,,,,,,
