type,section,h,b,t,h_over_t,b_over_t,r_o,r_i,wei,perim,area,a_vz,a_vy,i_y,r_y,s_y,z_y,i_z,r_z,s_z,z_z,j,c_w,,,,,,,,,,,,
SHS,HSS 500x500x22,500,500,22,22.73,22.73,66,66.0,320,2000.0,40820.0,19096.0,19096.0,1530000000.0,194.0,6120000.0,7240000.0,1530000000.0,194.0,6120000.0,7240000.0,2608010064.0,0.0,,,,,,,,,,,,
SHS,HSS 500x500x25,500,500,25,20.00,20.00,75,75.0,360,2000.0,45890.0,21250.0,21250.0,1690000000.0,192.0,6780000.0,8070000.0,1690000000.0,192.0,6780000.0,8070000.0,2945047500.0,0.0,,,,,,,,,,,,
SHS,HSS 550x550x16,550,550,16,34.38,34.38,48,48.0,263,2200.0,33520.0,16064.0,16064.0,1580000000.0,217.0,5730000.0,6670000.0,1580000000.0,217.0,5730000.0,6670000.0,2565797376.0,0.0,,,,,,,,,,,,
SHS,HSS 550x550x19,550,550,19,28.95,28.95,57,57.0,310,2200.0,39430.0,18734.0,18734.0,1830000000.0,215.0,6660000.0,7790000.0,1830000000.0,215.0,6660000.0,7790000.0,3029767056.0,0.0,,,,,,,,,,,,
SHS,HSS 550x550x22,550,550,22,25.00,25.00,66,66.0,355,2200.0,45220.0,21296.0,21296.0,2070000000.0,214.0,7530000.0,8870000.0,2070000000.0,214.0,7530000.0,8870000.0,3488331264.0,0.0,,,,,,,,,,,,
SHS,HSS 550x550x25,550,550,25,22.00,22.00,75,75.0,394,2200.0,50890.0,23750.0,23750.0,2300000000.0,213.0,8360000.0,9910000.0,2300000000.0,213.0,8360000.0,9910000.0,3941490000.0,0.0,,,,,,,,,,,,
SHS,HSS 600x600x16,600,600,16,37.5,37.5,56,56,283,2400.0,36060.0,17664.0,17664.0,2010000000,236,6690000,7790000.0,2010000000,236,6690000,7790000.0,3341451776.0,0.0,,,,,,,,,,,,
SHS,HSS 600x600x19,600,600,19,31.6,31.6,66.5,66.5,332,2400.0,42300.0,20634.0,20634.0,2320000000,234,7730000,9070000.0,2320000000,234,7730000,9070000.0,3947590556.0,0.0,,,,,,,,,,,,
SHS,HSS 600x600x22,600,600,22,27.3,27.3,77,77,380,2400.0,48370.0,23496.0,23496.0,2610000000,232,8710000,10300000.0,2610000000,232,8710000,10300000.0,4547292464.0,0.0,,,,,,,,,,,,
SHS,HSS 600x600x25,600,600,25,24,24,87.5,87.5,426,2400.0,54280.0,26250.0,26250.0,2880000000,231,9620000,11400000.0,2880000000,231,9620000,11400000.0,5140557500.0,0.0,,,,,,,,,,,,
SHS,HSS 600x600x28,600,600,28,21.4,21.4,98,98,471,2400.0,60030.0,28896.0,28896.0,3140000000,229,10500000,12500000.0,3140000000,229,10500000,12500000.0,5727385664.0,0.0,,,,,,,,,,,,
SHS,HSS 600x600x32,600,600,32,18.8,18.8,56,56,529,2400.0,67430.0,32256.0,32256.0,3450000000,226,11500000,13900000.0,3450000000,226,11500000,13900000.0,6499810304.0,0.0,,,,,,,,,,,,
SHS,HSS 600x600x36,600,600,36,16.7,16.7,66.5,66.5,585,2400.0,74540.0,35424.0,35424.0,3720000000,224,12400000,15200000.0,3720000000,224,12400000,15200000.0,7260791616.0,0.0,,,,,,,,,,,,
SHS,HSS 600x600x38,600,600,38,15.8,15.8,77,77,612,2400.0,77990.0,36936.0,36936.0,3850000000,222,12800000,15800000.0,3850000000,222,12800000,15800000.0,7636991024.0,0.0,,,,,,,,,,,,
SHS,HSS 600x600x40,600,600,40,15,15,87.5,87.5,639,2400.0,81360.0,38400.0,38400.0,3970000000,221,13200000,16400000.0,3970000000,221,13200000,16400000.0,8010329600.0,0.0,,,,,,,,,,,,
SHS,HSS 650x650x16,650,650,16,40.6,40.6,98,98,308,2600.0,39260.0,19264.0,19264.0,2580000000,256,7940000,9220000.0,2580000000,256,7940000,9220000.0,4259506176.0,0.0,,,,,,,,,,,,
SHS,HSS 650x650x19,650,650,19,34.2,34.2,56,56,362,2600.0,46100.0,22534.0,22534.0,2990000000,255,9200000,10700000.0,2990000000,255,9200000,10700000.0,5034229056.0,0.0,,,,,,,,,,,,
SHS,HSS 650x650x22,650,650,22,29.5,29.5,66.5,66.5,414,2600.0,52770.0,25696.0,25696.0,3370000000,253,10400000,12200000.0,3370000000,253,10400000,12200000.0,5801393664.0,0.0,,,,,,,,,,,,
SHS,HSS 650x650x25,650,650,25,26,26,77,77,465,2600.0,59280.0,28750.0,28750.0,3740000000,251,11500000,13600000.0,3740000000,251,11500000,13600000.0,6561000000.0,0.0,,,,,,,,,,,,
SHS,HSS 650x650x28,650,650,28,23.2,23.2,87.5,87.5,515,2600.0,65630.0,31696.0,31696.0,4070000000,249,12500000,14900000.0,4070000000,249,12500000,14900000.0,7313048064.0,0.0,,,,,,,,,,,,
SHS,HSS 650x650x32,650,650,32,20.3,20.3,98,98,580,2600.0,73830.0,35456.0,35456.0,4490000000,247,13800000,16600000.0,4490000000,247,13800000,16600000.0,8304021504.0,0.0,,,,,,,,,,,,
SHS,HSS 650x650x36,650,650,36,18.1,18.1,112,112,642,2600.0,81740.0,39024.0,39024.0,4870000000,244,15000000,18200000.0,4870000000,244,15000000,18200000.0,9281558016.0,0.0,,,,,,,,,,,,
SHS,HSS 650x650x38,650,650,38,17.1,17.1,112,112,672,2600.0,85590.0,40736.0,40736.0,5050000000,243,15500000,19000000.0,5050000000,243,15500000,19000000.0,9765287424.0,0.0,,,,,,,,,,,,
SHS,HSS 650x650x40,650,650,40,16.3,16.3,112,112,702,2600.0,89360.0,42400.0,42400.0,5210000000,241,16000000,19700000.0,5210000000,241,16000000,19700000.0,10245657600.0,0.0,,,,,,,,,,,,
SHS,HSS 700x700x16,700,700,16,43.8,43.8,126,126,333,2800.0,42460.0,20864.0,20864.0,3250000000,277,9300000,10800000.0,3250000000,277,9300000,10800000.0,5331960576.0,0.0,,,,,,,,,,,,
SHS,HSS 700x700x19,700,700,19,36.8,36.8,133,133,392,2800.0,49900.0,24434.0,24434.0,3780000000,275,10800000,12600000.0,3780000000,275,10800000,12600000.0,6303932556.0,0.0,,,,,,,,,,,,
SHS,HSS 700x700x22,700,700,22,31.8,31.8,140,140,449,2800.0,57170.0,27896.0,27896.0,4270000000,273,12200000,14300000.0,4270000000,273,12200000,14300000.0,7267134864.0,0.0,,,,,,,,,,,,
SHS,HSS 700x700x25,700,700,25,28,28,112,112,505,2800.0,64280.0,31250.0,31250.0,4740000000,271,13500000,16000000.0,4740000000,271,13500000,16000000.0,8221567500.0,0.0,,,,,,,,,,,,
SHS,HSS 700x700x28,700,700,28,25,25,126,126,559,2800.0,71230.0,34496.0,34496.0,5180000000,270,14800000,17600000.0,5180000000,270,14800000,17600000.0,9167230464.0,0.0,,,,,,,,,,,,
SHS,HSS 700x700x32,700,700,32,21.9,21.9,133,133,630,2800.0,80230.0,38656.0,38656.0,5730000000,267,16400000,19600000.0,5730000000,267,16400000,19600000.0,10414472704.0,0.0,,,,,,,,,,,,
SHS,HSS 700x700x36,700,700,36,19.4,19.4,140,140,698,2800.0,88940.0,42624.0,42624.0,6230000000,265,17800000,21500000.0,6230000000,265,17800000,21500000.0,11646124416.0,0.0,,,,,,,,,,,,
SHS,HSS 700x700x38,700,700,38,18.4,18.4,112,112,732,2800.0,93190.0,44536.0,44536.0,6460000000,263,18500000,22400000.0,6460000000,263,18500000,22400000.0,12256103824.0,0.0,,,,,,,,,,,,
SHS,HSS 700x700x40,700,700,40,17.5,17.5,126,126,764,2800.0,97360.0,46400.0,46400.0,6690000000,262,19100000,23300000.0,6690000000,262,19100000,23300000.0,12862185600.0,0.0,,,,,,,,,,,,
SHS,HSS 750x750x19,750,750,19,39.5,39.5,66.5,66.5,422,3000.0,53700,26334.0,26334.0,4690000000,296,12500000,14500000.0,4690000000,296,12500000,14500000.0,7770951056.0,0.0,,,,,,,,,,,,
SHS,HSS 750x750x22,750,750,22,34.1,34.1,77,77,483,3000.0,61570,30096.0,30096.0,5310000000,294,14200000,16600000.0,5310000000,294,14200000,16600000.0,8961016064.0,0.0,,,,,,,,,,,,
SHS,HSS 750x750x25,750,750,25,30,30,87.5,87.5,544,3000.0,69280,33750.0,33750.0,5910000000,292,15700000,18500000.0,5910000000,292,15700000,18500000.0,10141010000.0,0.0,,,,,,,,,,,,
SHS,HSS 750x750x28,750,750,28,26.8,26.8,98,98,603,3000.0,76830,37296.0,37296.0,6470000000,290,17200000,20400000.0,6470000000,290,17200000,20400000.0,11310932864.0,0.0,,,,,,,,,,,,
SHS,HSS 750x750x32,750,750,32,23.4,23.4,66.5,66.5,680,3000.0,86630,41856.0,41856.0,7170000000,288,19100000,22800000.0,7170000000,288,19100000,22800000.0,12855163904.0,0.0,,,,,,,,,,,,
SHS,HSS 750x750x36,750,750,36,20.8,20.8,77,77,755,3000.0,96140,46224.0,46224.0,7820000000,285,20900000,25000000.0,7820000000,285,20900000,25000000.0,14381490816.0,0.0,,,,,,,,,,,,
SHS,HSS 750x750x38,750,750,38,19.7,19.7,87.5,87.5,791,3000.0,57500,48336.0,48336.0,8130000000,284,21700000,26100000.0,8130000000,284,21700000,26100000.0,15137940224.0,0.0,,,,,,,,,,,,
SHS,HSS 750x750x40,750,750,40,18.8,18.8,98,98,827,3000.0,65970,50400.0,50400.0,8420000000,283,22400000,27200000.0,8420000000,283,22400000,27200000.0,15889913600.0,0.0,,,,,,,,,,,,
SHS,HSS 800x800x19,800,800,19,42.1,42.1,66.5,66.5,451,3200.0,74280,28234.0,28234.0,5740000000,316,14300000,16600000.0,5740000000,316,14300000,16600000.0,9449534556.0,0.0,,,,,,,,,,,,
SHS,HSS 800x800x22,800,800,22,36.4,36.4,77,77,518,3200.0,82430,32296.0,32296.0,6510000000,314,16300000,19000000.0,6510000000,314,16300000,19000000.0,10899537264.0,0.0,,,,,,,,,,,,
SHS,HSS 800x800x25,800,800,25,32,32,87.5,87.5,583,3200.0,93030,36250.0,36250.0,7250000000,312,18100000,21200000.0,7250000000,312,18100000,21200000.0,12338077500.0,0.0,,,,,,,,,,,,
SHS,HSS 800x800x28,800,800,28,28.6,28.6,98,98,647,3200.0,61300,40096.0,40096.0,7950000000,311,19900000,23400000.0,7950000000,311,19900000,23400000.0,13765155264.0,0.0,,,,,,,,,,,,
SHS,HSS 800x800x32,800,800,32,25,25,66.5,66.5,730,3200.0,70370,45056.0,45056.0,8840000000,308,22100000,26200000.0,8840000000,308,22100000,26200000.0,15650095104.0,0.0,,,,,,,,,,,,
SHS,HSS 800x800x36,800,800,36,22.2,22.2,77,77,811,3200.0,79280,49824.0,49824.0,9660000000,306,24100000,28900000.0,9660000000,306,24100000,28900000.0,17514657216.0,0.0,,,,,,,,,,,,
SHS,HSS 800x800x38,800,800,38,21.1,21.1,87.5,87.5,851,3200.0,88030,52136.0,52136.0,10000000000,304,25100000,30100000.0,10000000000,304,25100000,30100000.0,18439296624.0,0.0,,,,,,,,,,,,
SHS,HSS 800x800x40,800,800,40,20,20,98,98,890,3200.0,99430,54400.0,54400.0,10400000000,303,26100000,31400000.0,10400000000,303,26100000,31400000.0,19358841600.0,0.0,,,,,,,,,,,,
SHS,HSS 850x850x19,850,850,19,44.7,44.7,77,77,481,3400.0,65100,30134.0,30134.0,6940000000,336,16300000,18900000.0,6940000000,336,16300000,18900000.0,11353933056.0,0.0,,,,,,,,,,,,
SHS,HSS 850x850x22,850,850,22,38.6,38.6,87.5,87.5,552,3400.0,74770,34496.0,34496.0,7880000000,335,18500000,21600000.0,7880000000,335,18500000,21600000.0,13099198464.0,0.0,,,,,,,,,,,,
SHS,HSS 850x850x25,850,850,25,34,34,98,98,622,3400.0,84280,38750.0,38750.0,8790000000,333,20700000,24200000.0,8790000000,333,20700000,24200000.0,14831520000.0,0.0,,,,,,,,,,,,
SHS,HSS 850x850x28,850,850,28,30.4,30.4,77,77,691,3400.0,93630,42896.0,42896.0,9650000000,331,22700000,26700000.0,9650000000,331,22700000,26700000.0,16550897664.0,0.0,,,,,,,,,,,,
SHS,HSS 850x850x32,850,850,32,26.6,26.6,87.5,87.5,781,3400.0,79170,48256.0,48256.0,10700000000,329,25300000,29900000.0,10700000000,329,25300000,29900000.0,18823266304.0,0.0,,,,,,,,,,,,
SHS,HSS 850x850x36,850,850,36,23.6,23.6,98,98,868,3400.0,89280,53424.0,53424.0,11800000000,326,27700000,33000000.0,11800000000,326,27700000,33000000.0,21072623616.0,0.0,,,,,,,,,,,,
SHS,HSS 850x850x38,850,850,38,22.4,22.4,112,112,911,3400.0,99230,55936.0,55936.0,12200000000,325,28800000,34400000.0,12200000000,325,28800000,34400000.0,22188673024.0,0.0,,,,,,,,,,,,
SHS,HSS 850x850x40,850,850,40,21.3,21.3,126,126,953,3400.0,83570,58400.0,58400.0,12700000000,324,29900000,35900000.0,12700000000,324,29900000,35900000.0,23298969600.0,0.0,,,,,,,,,,,,
SHS,HSS 900x900x19,900,900,19,47.4,47.4,133,133,511,3600.0,94280,32034.0,32034.0,8290000000,357,18400000,21300000.0,8290000000,357,18400000,21300000.0,13498396556.0,0.0,,,,,,,,,,,,
SHS,HSS 900x900x22,900,900,22,40.9,40.9,140,140,587,3600.0,100800,36696.0,36696.0,9430000000,355,21000000,24300000.0,9430000000,355,21000000,24300000.0,15576499664.0,0.0,,,,,,,,,,,,
SHS,HSS 900x900x25,900,900,25,36,36,112,112,662,3600.0,105400,41250.0,41250.0,10500000000,353,23400000,27300000.0,10500000000,353,23400000,27300000.0,17640087500.0,0.0,,,,,,,,,,,,
SHS,HSS 900x900x28,900,900,28,32.1,32.1,126,126,735,3600.0,103300,45696.0,45696.0,11600000000,352,25700000,30100000.0,11600000000,352,25700000,30100000.0,19689160064.0,0.0,,,,,,,,,,,,
SHS,HSS 900x900x32,900,900,32,28.1,28.1,133,133,831,3600.0,108400,51456.0,51456.0,12900000000,349,28700000,33800000.0,12900000000,349,28700000,33800000.0,22398677504.0,0.0,,,,,,,,,,,,
SHS,HSS 900x900x36,900,900,36,25,25,140,140,924,3600.0,113400,57024.0,57024.0,14200000000,347,31500000,37300000.0,14200000000,347,31500000,37300000.0,25082390016.0,0.0,,,,,,,,,,,,
SHS,HSS 900x900x38,900,900,38,23.7,23.7,112,112,970,3600.0,110500,59736.0,59736.0,14800000000,345,32800000,39000000.0,14800000000,345,32800000,39000000.0,26414569424.0,0.0,,,,,,,,,,,,
SHS,HSS 900x900x40,900,900,40,22.5,22.5,126,126,1016,3600.0,116000,62400.0,62400.0,15300000000,344,34100000,40700000.0,15300000000,344,34100000,40700000.0,27740297600.0,0.0,,,,,,,,,,,,
SHS,HSS 950x950x22,950,950,22,43.2,43.2,133,133,622,3800.0,121400,38896.0,38896.0,11200000000,376,23500000,27200000.0,11200000000,376,23500000,27200000.0,18347940864.0,0.0,,,,,,,,,,,,
SHS,HSS 950x950x25,950,950,25,38,38,140,140,701,3800.0,105800,43750.0,43750.0,12500000000,374,26300000,30600000.0,12500000000,374,26300000,30600000.0,20782530000.0,0.0,,,,,,,,,,,,
SHS,HSS 950x950x28,950,950,28,33.9,33.9,112,112,779,3800.0,117700,48496.0,48496.0,13700000000,372,28900000,33800000.0,13700000000,372,28900000,33800000.0,23200942464.0,0.0,,,,,,,,,,,,
SHS,HSS 950x950x32,950,950,32,29.7,29.7,126,126,881,3800.0,123600,54656.0,54656.0,15300000000,370,32300000,38000000.0,15300000000,370,32300000,38000000.0,26400328704.0,0.0,,,,,,,,,,,,
SHS,HSS 950x950x36,950,950,36,26.4,26.4,133,133,981,3800.0,129400,60624.0,60624.0,16800000000,367,35500000,42000000.0,16800000000,367,35500000,42000000.0,29570956416.0,0.0,,,,,,,,,,,,
SHS,HSS 950x950x38,950,950,38,25,25,140,140,1030,3800.0,112200,63536.0,63536.0,17600000000,366,37000000,43900000.0,17600000000,366,37000000,43900000.0,31145485824.0,0.0,,,,,,,,,,,,
SHS,HSS 950x950x40,950,950,40,23.8,23.8,112,112,1078,3800.0,124900,66400.0,66400.0,18300000000,365,38500000,45800000.0,18300000000,365,38500000,45800000.0,32712825600.0,0.0,,,,,,,,,,,,
SHS,HSS 1000x1000x22,1000,1000,22,45.5,45.5,126,126,656,4000.0,131200,41096.0,41096.0,13100000000,396,26200000,30300000.0,13100000000,396,26200000,30300000.0,21430022064.0,0.0,,,,,,,,,,,,
SHS,HSS 1000x1000x25,1000,1000,25,40,40,133,133,740,4000.0,137400,46250.0,46250.0,14700000000,394,29300000,34000000.0,14700000000,394,29300000,34000000.0,24277597500.0,0.0,,,,,,,,,,,,
SHS,HSS 1000x1000x28,1000,1000,28,35.7,35.7,140,140,823,4000.0,104800,51296.0,51296.0,16100000000,392,32300000,37700000.0,16100000000,392,32300000,37700000.0,27107244864.0,0.0,,,,,,,,,,,,
SHS,HSS 1000x1000x32,1000,1000,32,31.3,31.3,112,112,931,4000.0,118600,57856.0,57856.0,18100000000,390,36100000,42400000.0,18100000000,390,36100000,42400000.0,30852219904.0,0.0,,,,,,,,,,,,
SHS,HSS 1000x1000x36,1000,1000,36,27.8,27.8,126,126,1037,4000.0,132100,64224.0,64224.0,19900000000,388,39700000,46900000.0,19900000000,388,39700000,46900000.0,34565322816.0,0.0,,,,,,,,,,,,
SHS,HSS 1000x1000x38,1000,1000,38,26.3,26.3,133,133,1090,4000.0,138800,67336.0,67336.0,20700000000,386,41500000,49100000.0,20700000000,386,41500000,49100000.0,36409922224.0,0.0,,,,,,,,,,,,
SHS,HSS 1000x1000x40,1000,1000,40,25,25,140,140,1141,4000.0,145400,70400.0,70400.0,21600000000,385,43100000,51200000.0,21600000000,385,43100000,51200000.0,38246553600.0,0.0,,,,,,,,,,,,
RHS,HSS 700x600x19,700,600,19,36.8,31.6,66.5,66.5,362,2600.0,46100.0,24434.0,20634.0,3330000000.0,269.0,9530000.0,11300000.0,2640000000.0,239.0,8800000.0,10200000.0,4952076576.0,82633136094.7,,,,,,,,,,,,
RHS,HSS 700x600x22,700,600,22,31.8,27.3,77,77,414,2600.0,52770.0,27896.0,23496.0,3760000000.0,267.0,10800000.0,12800000.0,2980000000.0,238.0,9930000.0,11600000.0,5702030804.1,95680473372.8,,,,,,,,,,,,
RHS,HSS 700x600x25,700,600,25,28.0,24.0,87.5,87.5,465,2600.0,59280.0,31250.0,26250.0,4170000000.0,265.0,11900000.0,14300000.0,3300000000.0,236.0,11000000.0,12900000.0,6443272900.0,108727810650.9,,,,,,,,,,,,
RHS,HSS 700x600x28,700,600,28,25.0,21.4,98,98,515,2600.0,65630.0,34496.0,28896.0,4550000000.0,263.0,13000000.0,15700000.0,3600000000.0,234.0,12000000.0,14100000.0,7175803696.2,121775147929.0,,,,,,,,,,,,
RHS,HSS 700x600x32,700,600,32,21.9,18.8,66.5,66.5,580,2600.0,73830.0,38656.0,32256.0,5010000000.0,261.0,14300000.0,17400000.0,3960000000.0,232.0,13200000.0,15700000.0,8138961983.0,139171597633.1,,,,,,,,,,,,
RHS,HSS 700x600x36,700,600,36,19.4,16.7,77,77,642,2600.0,81740.0,42624.0,35424.0,5440000000.0,258.0,15500000.0,19100000.0,4300000000.0,229.0,14300000.0,17200000.0,9086637083.1,156568047337.3,,,,,,,,,,,,
