id,specimen_designation,experimental_program,date,specimen_type,piece,loading,loading_protocol,location_coupon,section_type,section_profile,steel_type,coupon_direction,crack_opening_direction,plate_thickness,f_yn,f_un,fy_m,fu_m,elongation_fr,temperature,chemical_composition_C,chemical_composition_Si,chemical_composition_Mn,chemical_composition_P,chemical_composition_S,chemical_composition_Cu,chemical_composition_Ni,chemical_composition_Cr,chemical_composition_V,chemical_composition_Nb,chemical_composition_Mo,chemical_composition_Ti,chemical_composition_Al,chemical_composition_N,gauge_length,nom_notch_radius,nom_whole_diameter_cnt,nom_notch_diameter_cnt,nom_notch_width,nom_width_gp,nom_whole_thickness_gp,nom_notch_thickness_gp,meas_whole_diameter_cnt,meas_notch_diameter_cnt,meas_notch_width,meas_width_gp,meas_whole_thickness_gp,meas_notch_thickness_gp,disp_fract,exc_at_fract,step_fract,fract_loc,young_mod,nu,triax_at_fr,triax_avg_till_fr,lode_at_fr,lode_avg_till_fr,peeq_at_fr,cvgm_etamono,cvgm_lambda,swdfm_alpha_pos,swdfm_alpha_neg,swdfm_kappa,swdfm_C,swdfm_beta,kk_alpha_1,kk_alpha_2,kk_beta_1,kk_beta_2,kk_d_cr,l_star,reference,link,latitude,longitude
Skiadopoulos_and_Lignos_GP_L2_3_M_C1_R3_0,GP_L2_3_M_C1_R3_0,Skiadopoulos and Lignos,2026,GP,L2_3,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,3,NA,NA,6,25,12,2.2,NA,NA,"[6.12, 6.08, 6.06, 6.06]","[24.9, 24.86, 24.85, 24.86]","[11.87, 11.87, 11.86, 11.84]","[2.16, 2.14, 2.08, 2.11]",0.831,1,9633,center,205000,0.3,1.0495,1.0086,-0.0029,0.0086,1.4021,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L3_1_M_C2_R3_0,GP_L3_1_M_C2_R3_0,Skiadopoulos and Lignos,2026,GP,L3_1,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,3,NA,NA,6,25,12,2.2,NA,NA,"[6.11, 6.10, 6.08, 6.10]","[24.88, 24.87, 24.89, 24.91]","[11.89, 11.88, 11.89, 11.9]","[2.14, 2.13, 2.1, 2.16]",0.816,1,7325,center,205000,0.3,1.0511,1.008,-0.0028,0.0087,1.3833,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L3_4_M_C3_R3_0,GP_L3_4_M_C3_R3_0,Skiadopoulos and Lignos,2026,GP,L3_4,monotonic,"[0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,3,NA,NA,6,25,12,2.2,NA,NA,"[6.08, 6.11, 6.08, 6.06]","[24.91, 24.9, 24.91, 24.90]","[11.9, 11.89, 11.91, 11.87]","[2.14, 2.18, 2.16, 2.2]",0.886,1,7568,center,205000,0.3,1.0437,1.011,-0.0035,0.0075,1.506,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L2_6_C_C1_R1_2,GP_L2_6_C_C1_R1_2,Skiadopoulos and Lignos,2026,GP,L2_6,cyclic_1_2,"[0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,"[2.5, 2.48, 2.48, 2.48]","[24.88, 24.95, 24.85, 24.87]","[11.88, 11.87, 11.89, 11.86]","[2.52, 2.6, 2.58, 2.59]",0.291,13,39179,center,205000,0.3,1.263702109,0.236409038,0.03952108,0.014269818,1.872300029,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L2_9_C_C2_R1_2,GP_L2_9_C_C2_R1_2,Skiadopoulos and Lignos,2026,GP,L2_9,cyclic_1_2,"[0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,"[2.46, 2.45, 2.47, 2.44]","[24.84, 24.85, 24.88, 24.86]","[11.88, 11.88, 11.85, 11.86]","[2.54, 2.56, 2.58, 2.5]",0.315,13,39143,center,205000,0.3,1.263702109,0.236409038,0.03952108,0.014269818,1.872300029,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L3_7_C_C3_R1_2,GP_L3_7_C_C3_R1_2,Skiadopoulos and Lignos,2026,GP,L3_7,cyclic_1_2,"[0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,"[2.48, 2.5, 2.52, 2.5]","[24.9, 24.92, 24.91, 24.91]","[11.93, 11.91, 11.91, 11.9]","[2.58, 2.6, 2.56, 2.6]",0.373,13,39787,center,205000,0.3,1.370275464,0.322153256,0.006853802,0.014977433,2.033672333,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L2_7_C_C1_R1_5,GP_L2_7_C_C1_R1_5,Skiadopoulos and Lignos,2026,GP,L2_7,cyclic_1_2,"[0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.5,NA,NA,3,25,12,2.4,NA,NA,"[3.07, 3.07, 3.07, 3.09]","[24.89, 24.9, 24.9, 24.9]","[11.94, 11.94, 11.91, 11.98]","[2.33, 2.37, 2.41, 2.35]",0.389,13,39598,center,205000,0.3,1.283170696,0.271451134,0.004662283,0.003327131,2.37573719,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L2_10_C_C2_R1_5,GP_L2_10_C_C2_R1_5,Skiadopoulos and Lignos,2026,GP,L2_10,cyclic_1_2,"[0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.5,NA,NA,3,25,12,2.4,NA,NA,"[3.02, 3.03, 3.0, 3.02]","[24.87, 24.85, 24.86, 24.84]","[11.93, 11.92, 11.96, 11.92]","[2.38, 2.31, 2.42, 2.44]",0.388,13,39345,center,205000,0.3,1.283170696,0.271451134,0.004662283,0.003327131,2.37573719,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L3_8_C_C3_R1_5,GP_L3_8_C_C3_R1_5,Skiadopoulos and Lignos,2026,GP,L3_8,cyclic_1_2,"[0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,0.31,0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.5,NA,NA,3,25,12,2.4,NA,NA,"[3.01, 3.02, 3.03, 3.01]","[24.88, 24.86, 24.93, 24.86]","[11.9, 11.91, 11.87, 11.86]","[2.33, 2.37, 2.31, 2.3]",0.43,13,42532,center,205000,0.3,1.283170696,0.271451134,0.004662283,0.003327131,2.37573719,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L2_8_C_C1_R3_0,GP_L2_8_C_C1_R3_0,Skiadopoulos and Lignos,2026,GP,L2_8,cyclic_1_2,"[0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,3,NA,NA,6,25,12,2.2,NA,NA,"[6.08, 6.09, 6.1, 6.07]","[24.87, 24.88, 24.91, 24.91]","[11.9, 11.91, 11.88, 11.89]","[2.1, 2.13, 2.16, 2.12]",0.245,11,46145,center,205000,0.3,1.064035515,0.301618904,0.045565221,0.019365774,2.457230568,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L3_6_C_C2_R3_0,GP_L3_6_C_C2_R3_0,Skiadopoulos and Lignos,2026,GP,L3_6,cyclic_1_2,"[0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,3,NA,NA,6,25,12,2.2,NA,NA,"[6.04, 6.04, 6.05, 6.07]","[24.86, 24.88, 24.85, 24.87]","[11.87, 11.86, 11.85, 11.86]","[2.06, 2.09, 2.08, 2.1]",0.436,11,48375,center,205000,0.3,1.258156454,0.390298509,0.002084829,0.018814335,2.729897261,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L3_9_C_C3_R3_0,GP_L3_9_C_C3_R3_0,Skiadopoulos and Lignos,2026,GP,L3_9,cyclic_1_2,"[0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,0.43,0,2]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,3,NA,NA,6,25,12,2.2,NA,NA,"[6.09, 6.08, 6.1, 6.11]","[24.9, 24.94, 24.88, 24.89]","[11.9, 11.89, 11.92, 11.92]","[2.16, 2.14, 2.11, 2.14]",0.441,11,48265,center,205000,0.3,1.258156454,0.390298509,0.002084829,0.018814335,2.729897261,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
Skiadopoulos_and_Lignos_GP_L3_5_C_C1_R1_2,GP_L3_5_C_C1_R1_2,Skiadopoulos and Lignos,2026,GP,L3_5,cyclic_2_3,"[0,0.41,0,0.41,0,0.41,0,0.41,0,0.41,0,0.41,0]",column flange,wide flange,H498x432x45/70,SM490A,longitudinal,thickness,70,295,490,368,531,36,20,0.16,0.3,1.4,0.017,0.004,0.01,0.01,0.02,0.042,0,0.006,0.001,0.032,0.004,20,1.2,NA,NA,2.4,25,12,2.6,NA,NA,"[2.4, 2.37, 2.4, 2.33]","[25.00, 25.01, 25.02, 25.02]","[11.99, 11.99, 12.01, 12.01]","[2.63, 2.69, 2.62, 2.64]",0.313,9,36614,center,205000,0.3,1.403888751,0.486036664,0.016510901,0.012822181,2.110996246,6.1,0.6,1.3,1.3,0.3,0.25,2.75,0.85,-0.25,-0.25,-1.9,1,0.3,"Skiadopoulos, A., and Lignos, D. (2026), Ductile crack initiation in welded connections with highly dissipative panel zones, Journal of Constructional Steel Research 240 110258.doi:10.1016/j.jcsr.2026.110258.",https://www.sciencedirect.com/science/article/pii/S0143974X26000271?via%3Dihub,46.5172,6.5689
