id,experimental_program,date,specimen_designation,northridge,specimen_type,comments,loading_protocol,slab,connection_type,t_pl,rbs_cut,s_h,d_h,section_b,d_b,d_bg,t_bw,b_bf,t_bf,r_b,a_b,i_xb,z_xb,z_xb_bfp,r_yb,b_bf_rbs,d_gb_rbs,a_b_rbs,i_xb_rbs,z_xb_rbs,d_bm,d_bgm,t_bwm,b_bfm,t_bfm,z_xbm,steel_b,f_yb,f_ybw,f_ybf,f_yb_mill,f_yb_avg,l_b,l_fc,l_o,lo_db,section_c,d_c,t_cw,b_cf,c_c,t_cf,r_c,a_c,i_xc,d_cm,t_wcm,c_cm,b_fcm,t_fcm,steel_c,f_yc,f_ydp,f_ycw,f_ycf,f_yc_mill,f_yc_avg,h_c,backing_bar,electrode,d_electrode,cvn_0f,cvn_minus20f,cvn_70f,access_hole_geometry,w,w_l,w_r,h_t,a_s,f_sk,f_sm,h_co,slab_con_type,f_ck,f_cm,cur_days,f_c_compr_calc,d,h_sc,n_studs,n_diss,n_r,f_u_sc,h_p,b_o,deck_ribs_orientation,section_shape_c,d_pz,tw_pz,bf_pz,tf_pz,dz,zw,dz_plug,wz_plug,wd,n_dp,t_dp,t_dp_tot,t_p,t_cp,d_cp,db_plus,db_minus,a_vc,fy_pz_m,p_cm,n_pm,v_pz_el_m_europe,r_n_el_m_aisc,r_n_pl_m_aisc,v_pz_m_aij,fy_pz_n,p_cn,n_pn,v_pz_el_n_europe,r_n_el_n_aisc,r_n_pl_n_aisc,v_pz_n_aij,m_cf_minus_n,m_cf_plus_n,m_cf_minus_m,m_cf_plus_m,v_bf_plus_n,v_bf_minus_n,v_col_n,r_u_n,r_u_m,ru_rn_el_n,ru_rn_pl_n,aisc_pz_violation_n,ru_rn_el_m,ru_rn_pl_m,aisc_pz_violation_m,g_max,g_y,g_max_g_y,reference,link,latitude,longitude
DEMO-CON-006,DEMO Sample Program 2025,1988,DEMO-SPEC-01,Demo value,DEMO-SPEC-01,Synthetic record for UI testing.,Symmetric Cyclic,yes,Demo value,123.45,0.35,374.65,123.45,W14x176,500.54,250.27,10.09,197.8,15.53,16.16,14144.65,1428948498.39,3734202.21,123.45,43.49,123.82,281.38,11549.17,1179926682.86,3175163.67,123.45,123.45,123.45,123.45,123.45,123.45,ASTM A992,279.64,308.97,283.81,377.32,286.71,4601.88,4354.91,2606.67,4.4,W14x176,467.84,21.75,251.94,397.27,35.26,15.21,33096.71,2500890698.14,123.45,123.45,123.45,123.45,123.45,ASTM A992,280,164.18,298.2,287.68,348.19,289.99,3170.48,yes,Demo value,1.14,123.45,123.45,123.45,Demo value,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,Demo value,123.45,123.45,Demo value,123.45,123.45,123.45,4,4,4,123.45,123.45,123.45,Strong Axis,W14x176,467.84,21.75,251.94,35.26,474.06,437.23,123.45,123.45,306.04,0,7.14,14.29,35.04,16.67,324.04,635.62,437.26,9630.27,289.99,1647.15,0.23,2763.09,3250.69,3878.06,3121.11,280,1647.15,0.19,2313.76,3111.26,3691.91,2986.07,1895.48,2037.62,123.45,2121.14,2431.13,2134.58,1072.93,3975.69,3816.75,2.78,2.17,yes,1.77,1.61,yes,0.06,0,24.68,"Demo et al. (2025), J. Struct. Eng.",https://example.org/demo-dataset,32.79,-25.75
DEMO-CON-007,DEMO Sample Program 2025,1991,DEMO-SPEC-01,Demo value,DEMO-SPEC-01,Synthetic record for UI testing.,Symmetric Cyclic,yes,Demo value,123.45,0.37,428.62,123.45,W14x176,541.67,270.84,10.8,213.84,16.97,17.54,16027.9,1662326857.25,4312870.41,123.45,47.31,134.3,298.84,12881.99,1366477884.57,3648180.24,123.45,123.45,123.45,123.45,123.45,123.45,ASTM A992,287.17,322.2,297.9,382.75,299.66,5046.89,4791.54,2812.73,4.72,W14x176,512.24,24.34,269.29,439.14,39.44,16.68,37851.54,2912609595.02,123.45,123.45,123.45,123.45,123.45,ASTM A992,287.5,191.55,311.82,301.73,354.39,303.97,3365.56,yes,Demo value,1.33,123.45,123.45,123.45,Demo value,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,Demo value,123.45,123.45,Demo value,123.45,123.45,123.45,4,4,4,123.45,123.45,123.45,Strong Axis,W14x176,512.24,24.34,269.29,39.44,513.06,479.92,123.45,123.45,357.04,0,8.33,16.67,39.84,19.45,378.05,700.4,510.13,10920.27,303.97,1921.67,0.26,3175.18,3757.04,4483.93,3609.03,287.5,1921.67,0.22,2656.86,3598.7,4271.63,3455.88,2211.39,2357.7,123.45,2457.76,2757.24,2490.35,1234.68,4508.51,4378.91,3.09,2.41,yes,1.93,1.74,yes,0.07,0,28.5,"Demo et al. (2025), J. Struct. Eng.",https://example.org/demo-dataset,34.08,-9.65
DEMO-CON-008,DEMO Sample Program 2025,1994,DEMO-SPEC-01,Demo value,DEMO-SPEC-01,Synthetic record for UI testing.,Symmetric Cyclic,yes,Demo value,123.45,0.39,482.6,123.45,W14x176,582.8,291.4,11.51,229.87,18.42,18.92,17911.15,1895705216.11,4891538.6,123.45,51.13,144.78,316.29,14214.81,1553029086.29,4121196.82,123.45,123.45,123.45,123.45,123.45,123.45,ASTM A992,294.71,335.43,311.99,388.17,312.6,5491.89,5228.16,3018.79,5.05,W14x176,556.64,26.92,286.64,481.01,43.62,18.16,42606.37,3324328491.91,123.45,123.45,123.45,123.45,123.45,ASTM A992,295,218.91,325.43,315.78,360.6,317.95,3560.64,yes,Demo value,1.52,123.45,123.45,123.45,Demo value,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,Demo value,123.45,123.45,Demo value,123.45,123.45,123.45,4,4,4,123.45,123.45,123.45,Strong Axis,W14x176,556.64,26.92,286.64,43.62,552.07,522.6,123.45,123.45,408.05,1,9.53,19.05,44.64,22.23,432.05,765.19,583.01,12210.26,317.95,2196.19,0.3,3587.26,4263.38,5089.8,4096.95,295,2196.19,0.25,2999.97,4086.13,4851.36,3925.68,2527.3,2677.78,123.45,2794.37,3083.35,2846.11,1396.42,5041.34,4941.07,3.39,2.65,yes,2.09,1.88,yes,0.07,0,32.32,"Demo et al. (2025), J. Struct. Eng.",https://example.org/demo-dataset,35.38,6.45
DEMO-CON-009,DEMO Sample Program 2025,1996,DEMO-SPEC-01,Demo value,DEMO-SPEC-01,Synthetic record for UI testing.,Symmetric Cyclic,yes,Demo value,123.45,0.4,536.57,123.45,W14x176,623.94,311.97,12.21,245.9,19.86,20.3,19794.4,2129083574.97,5470206.8,123.45,54.95,155.26,333.75,15547.63,1739580288,4594213.39,123.45,123.45,123.45,123.45,123.45,123.45,ASTM A992,302.25,348.66,326.08,393.6,325.54,5936.9,5664.79,3224.85,5.37,W14x176,601.04,29.51,303.99,522.88,47.81,19.64,47361.2,3736047388.8,123.45,123.45,123.45,123.45,123.45,ASTM A992,302.5,246.27,339.05,329.83,366.8,331.93,3755.72,yes,Demo value,1.71,123.45,123.45,123.45,Demo value,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,Demo value,123.45,123.45,Demo value,123.45,123.45,123.45,4,4,4,123.45,123.45,123.45,Strong Axis,W14x176,601.04,29.51,303.99,47.81,591.07,565.29,123.45,123.45,459.06,1,10.72,21.43,49.44,25,486.06,829.98,655.89,13500.25,331.93,2470.72,0.34,3999.35,4769.73,5695.67,4584.87,302.5,2470.72,0.28,3343.07,4573.56,5431.09,4395.49,2843.21,2997.85,123.45,3130.99,3409.46,3201.88,1558.16,5574.16,5503.23,3.7,2.89,yes,2.25,2.01,yes,0.08,0,36.14,"Demo et al. (2025), J. Struct. Eng.",https://example.org/demo-dataset,36.68,22.55
DEMO-CON-010,DEMO Sample Program 2025,1999,DEMO-SPEC-01,Demo value,DEMO-SPEC-01,Synthetic record for UI testing.,Symmetric Cyclic,yes,Demo value,123.45,0.42,590.55,123.45,W14x176,665.07,332.53,12.92,261.94,21.3,21.69,21677.65,2362461933.83,6048875,123.45,58.77,165.73,351.2,16880.45,1926131489.71,5067229.97,123.45,123.45,123.45,123.45,123.45,123.45,ASTM A992,309.78,361.89,340.17,399.03,338.49,6381.9,6101.42,3430.9,5.69,W14x176,645.45,32.1,321.34,564.75,51.99,21.11,52116.02,4147766285.68,123.45,123.45,123.45,123.45,123.45,ASTM A992,310,273.64,352.67,343.88,373.01,345.91,3950.8,yes,Demo value,1.91,123.45,123.45,123.45,Demo value,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,Demo value,123.45,123.45,Demo value,123.45,123.45,123.45,4,4,4,123.45,123.45,123.45,Strong Axis,W14x176,645.45,32.1,321.34,51.99,630.08,607.98,123.45,123.45,510.06,1,11.91,23.81,54.24,27.78,540.07,894.77,728.76,14790.24,345.91,2745.24,0.38,4411.43,5276.08,6301.55,5072.79,310,2745.24,0.31,3686.17,5060.99,6010.82,4865.29,3159.13,3317.93,123.45,3467.6,3735.57,3557.64,1719.9,6106.99,6065.39,4,3.13,yes,2.41,2.14,yes,0.09,0,39.95,"Demo et al. (2025), J. Struct. Eng.",https://example.org/demo-dataset,37.97,38.65
DEMO-CON-011,DEMO Sample Program 2025,2002,DEMO-SPEC-01,Demo value,DEMO-SPEC-01,Synthetic record for UI testing.,Symmetric Cyclic,yes,Demo value,123.45,0.44,644.52,123.45,W14x176,706.2,353.1,13.63,277.97,22.75,23.07,23560.9,2595840292.69,6627543.2,123.45,62.59,176.21,368.66,18213.27,2112682691.43,5540246.55,123.45,123.45,123.45,123.45,123.45,123.45,ASTM A992,317.32,375.12,354.26,404.46,351.43,6826.9,6538.05,3636.96,6.01,W14x176,689.85,34.69,338.69,606.62,56.17,22.59,56870.85,4559485182.57,123.45,123.45,123.45,123.45,123.45,ASTM A992,317.5,301,366.28,357.92,379.21,359.89,4145.88,yes,Demo value,2.1,123.45,123.45,123.45,Demo value,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,Demo value,123.45,123.45,Demo value,123.45,123.45,123.45,4,4,4,123.45,123.45,123.45,Strong Axis,W14x176,689.85,34.69,338.69,56.17,669.08,650.67,123.45,123.45,561.07,1,13.1,26.19,59.05,30.56,594.07,959.55,801.64,16080.23,359.89,3019.77,0.41,4823.52,5782.43,6907.42,5560.71,317.5,3019.77,0.34,4029.28,5548.42,6590.54,5335.1,3475.04,3638.01,123.45,3804.22,4061.68,3913.4,1881.65,6639.81,6627.54,4.31,3.38,yes,2.57,2.28,yes,0.1,0,43.77,"Demo et al. (2025), J. Struct. Eng.",https://example.org/demo-dataset,39.27,54.74
DEMO-CON-012,DEMO Sample Program 2025,2005,DEMO-SPEC-01,Demo value,DEMO-SPEC-01,Synthetic record for UI testing.,Symmetric Cyclic,yes,Demo value,123.45,0.45,698.5,123.45,W14x176,747.33,373.67,14.34,294,24.19,24.45,25444.15,2829218651.55,7206211.39,123.45,66.41,186.69,386.11,19546.09,2299233893.14,6013263.12,123.45,123.45,123.45,123.45,123.45,123.45,ASTM A992,324.86,388.35,368.35,409.89,364.38,7271.91,6974.68,3843.02,6.33,W14x176,734.25,37.27,356.04,648.49,60.36,24.07,61625.68,4971204079.46,123.45,123.45,123.45,123.45,123.45,ASTM A992,325,328.36,379.9,371.97,385.42,373.87,4340.96,yes,Demo value,2.29,123.45,123.45,123.45,Demo value,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,Demo value,123.45,123.45,Demo value,123.45,123.45,123.45,4,4,4,123.45,123.45,123.45,Strong Axis,W14x176,734.25,37.27,356.04,60.36,708.09,693.36,123.45,123.45,612.08,1,14.29,28.58,63.85,33.34,648.08,1024.34,874.51,17370.23,373.87,3294.29,0.45,5235.6,6288.78,7513.29,6048.63,325,3294.29,0.38,4372.38,6035.86,7170.27,5804.91,3790.95,3958.09,123.45,4140.84,4387.79,4269.17,2043.39,7172.64,7189.7,4.62,3.62,yes,2.73,2.41,yes,0.11,0,47.59,"Demo et al. (2025), J. Struct. Eng.",https://example.org/demo-dataset,40.56,70.84
DEMO-CON-013,DEMO Sample Program 2025,2008,DEMO-SPEC-01,Demo value,DEMO-SPEC-01,Synthetic record for UI testing.,Symmetric Cyclic,yes,Demo value,123.45,1.33,3505.2,123.45,W14x176,788.46,394.23,15.05,310.04,25.64,25.83,27327.4,3062597010.42,7784879.59,123.45,70.23,197.17,403.57,20878.91,2485785094.86,6486279.7,123.45,123.45,123.45,123.45,123.45,123.45,ASTM A992,332.39,401.58,382.44,415.32,377.32,7716.91,7411.31,4049.08,6.65,W14x176,778.65,39.86,373.4,690.36,64.54,25.54,66380.51,5382922976.34,123.45,123.45,123.45,123.45,123.45,ASTM A992,332.5,355.73,393.52,386.02,391.62,387.85,4536.04,yes,Demo value,2.48,123.45,123.45,123.45,Demo value,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,Demo value,123.45,123.45,Demo value,123.45,123.45,123.45,4,4,4,123.45,123.45,123.45,Strong Axis,W14x176,778.65,39.86,373.4,64.54,747.09,736.04,123.45,123.45,663.08,1,15.48,30.96,68.65,36.12,702.09,1089.13,947.39,18660.22,387.85,3568.82,0.49,5647.69,6795.13,8119.16,6536.55,332.5,3568.82,0.41,4715.48,6523.29,7750,6274.71,4106.87,4278.17,123.45,4477.45,4713.9,4624.93,2205.13,7705.46,7751.86,4.92,3.86,yes,2.89,2.55,yes,0.12,0,51.41,"Demo et al. (2025), J. Struct. Eng.",https://example.org/demo-dataset,41.86,86.94
DEMO-CON-014,DEMO Sample Program 2025,2011,DEMO-SPEC-01,Demo value,DEMO-SPEC-01,Synthetic record for UI testing.,Symmetric Cyclic,yes,Demo value,123.45,0.49,806.45,123.45,W14x176,2886.2,1443.1,15.75,326.07,27.08,27.21,29210.65,3295975369.28,8363547.79,123.45,74.05,207.64,421.02,22211.73,2672336296.57,6959296.28,123.45,123.45,123.45,123.45,123.45,123.45,ASTM A992,339.93,414.81,396.53,420.75,390.26,8161.92,7847.93,4255.13,6.97,W14x176,823.06,42.45,390.75,732.23,68.72,27.02,71135.34,5794641873.23,123.45,123.45,123.45,123.45,123.45,ASTM A992,340,383.09,407.14,400.07,397.83,401.84,4731.12,yes,Demo value,2.67,123.45,123.45,123.45,Demo value,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,Demo value,123.45,123.45,Demo value,123.45,123.45,123.45,4,4,4,123.45,123.45,123.45,Strong Axis,W14x176,823.06,42.45,390.75,68.72,786.1,778.73,123.45,123.45,714.09,1,16.67,33.34,73.45,38.89,756.09,1153.92,1020.27,19950.21,401.84,3843.34,0.53,6059.77,7301.47,8725.04,7024.47,340,3843.34,0.44,5058.58,7010.72,8329.73,6744.52,4422.78,4598.25,123.45,4814.07,5040.01,4980.7,2366.88,8238.29,8314.02,5.23,4.1,yes,3.05,2.68,yes,0.13,0,55.23,"Demo et al. (2025), J. Struct. Eng.",https://example.org/demo-dataset,43.15,103.04
DEMO-CON-015,DEMO Sample Program 2025,2014,DEMO-SPEC-01,Demo value,DEMO-SPEC-01,Synthetic record for UI testing.,Symmetric Cyclic,yes,Demo value,123.45,0.5,860.42,123.45,W14x176,870.73,435.36,17,300,28.53,28.59,31093.9,3529353728.14,8942215.99,123.45,77.87,218.12,438.48,23544.55,2858887498.29,7432312.85,123.45,123.45,123.45,123.45,123.45,123.45,ASTM A992,347.46,428.04,410.63,426.18,403.21,8606.92,8284.56,4461.19,7.29,W14x176,867.46,45.04,408.1,774.1,72.91,28.5,75890.17,6206360770.11,123.45,123.45,123.45,123.45,123.45,ASTM A992,347.5,410.45,420.75,414.12,404.03,415.82,4926.2,yes,Demo value,2.86,123.45,123.45,123.45,Demo value,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,Demo value,123.45,123.45,Demo value,123.45,123.45,123.45,4,4,4,123.45,123.45,123.45,Strong Axis,W14x176,867.46,45.04,408.1,72.91,825.1,821.42,123.45,123.45,765.1,1,17.86,35.72,78.26,41.67,810.1,1218.71,1093.14,21240.2,415.82,4117.87,0.56,6471.86,7807.82,9330.91,7512.39,347.5,4117.87,0.47,5401.69,7498.15,8909.46,7214.32,4738.69,4918.33,123.45,5150.68,5366.11,5336.46,2528.62,8771.12,8876.18,5.53,4.34,yes,3.21,2.82,yes,0.13,0,59.05,"Demo et al. (2025), J. Struct. Eng.",https://example.org/demo-dataset,44.45,119.14
