id,experimental_program,date,specimen_designation,northridge,specimen_type,comments,loading_protocol,slab,connection_type,t_pl,rbs_cut,s_h,d_h,section_b,d_b,d_bg,t_bw,b_bf,t_bf,r_b,a_b,i_xb,z_xb,z_xb_bfp,r_yb,b_bf_rbs,d_gb_rbs,a_b_rbs,i_xb_rbs,z_xb_rbs,d_bm,d_bgm,t_bwm,b_bfm,t_bfm,z_xbm,steel_b,f_yb,f_ybw,f_ybf,f_yb_mill,f_yb_avg,l_b,l_fc,l_o,lo_db,section_c,d_c,t_cw,b_cf,c_c,t_cf,r_c,a_c,i_xc,d_cm,t_wcm,c_cm,b_fcm,t_fcm,steel_c,f_yc,f_ydp,f_ycw,f_ycf,f_yc_mill,f_yc_avg,h_c,backing_bar,electrode,d_electrode,cvn_0f,cvn_minus20f,cvn_70f,access_hole_geometry,w,w_l,w_r,h_t,a_s,f_sk,f_sm,h_co,slab_con_type,f_ck,f_cm,cur_days,f_c_compr_calc,d,h_sc,n_studs,n_diss,n_r,f_u_sc,h_p,b_o,deck_ribs_orientation,section_shape_c,d_pz,tw_pz,bf_pz,tf_pz,dz,zw,dz_plug,wz_plug,wd,n_dp,t_dp,t_dp_tot,t_p,t_cp,d_cp,db_plus,db_minus,a_vc,fy_pz_m,p_cm,n_pm,v_pz_el_m_europe,r_n_el_m_aisc,r_n_pl_m_aisc,v_pz_m_aij,fy_pz_n,p_cn,n_pn,v_pz_el_n_europe,r_n_el_n_aisc,r_n_pl_n_aisc,v_pz_n_aij,m_cf_minus_n,m_cf_plus_n,m_cf_minus_m,m_cf_plus_m,v_bf_plus_n,v_bf_minus_n,v_col_n,r_u_n,r_u_m,ru_rn_el_n,ru_rn_pl_n,aisc_pz_violation_n,ru_rn_el_m,ru_rn_pl_m,aisc_pz_violation_m,g_max,g_y,g_max_g_y,reference,link,latitude,longitude
Schneider_and_Teeraparbwong_2000_BFP07,Schneider and Teeraparbwong,2000,BFP07,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,BFP,25.4,NA,NA,NA,W24x68,601.98,300.99,10.541,227.838,14.859,29.972,12967.716,761703508.8,2900510.328,6531211.841,47.498,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,386.1065089,NA,3693.16,3505.2,3505.2,5.82278481,W14x145,375.92,17.272,393.7,254,27.686,29.972,27548.332,711755737.8,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,NR,NR,410.2381657,NR,3810,No,E71T-1,NR,NR,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,375.92,17.272,393.7,27.686,572.262,320.548,NA,NA,0,0,0,0,17.272,25.4,320.548,627.38,0,7886.177776,410.2381657,0,0,NA,NA,NA,NA,344.7379543,0,0,1561.970763,1343.007419,1654.082618,1292.309492,0,1264.893736,NA,1287.891804,2016.152469,0,349.7956355,1666.356834,1696.654231,1.240765174,1.007420558,yes,NA,NA,NA,0.019439064,0.003079064,6.313303735,"Schneider, S. P., and Teeraparbwong, I. (2000). Bolted flange plate connections. Report No. SAC/BD-00/05, SAC Joint Venture, Sacramento, CA, USA.",https://store.atcouncil.org/index.php?dispatch=products.view&product_id=122,40.110558,-88.228333
Schneider_and_Teeraparbwong_2000_BFP08,Schneider and Teeraparbwong,2000,BFP08,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,BFP,25.4,NA,165.1,NA,W24x68,601.98,300.99,10.541,227.838,14.859,29.972,12967.716,761703508.8,2900510.328,5329073.213,47.498,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,386.1065089,NA,3693.16,3505.2,3505.2,5.82278481,W14x145,375.92,17.272,393.7,254,27.686,29.972,27548.332,711755737.8,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,NR,NR,410.2381657,NR,3835.4,No,E71T-1,NR,NR,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,375.92,17.272,393.7,27.686,572.262,320.548,NA,NA,0,0,0,0,17.272,25.4,320.548,627.38,0,7886.177776,410.2381657,0,0,NA,NA,NA,NA,344.7379543,0,0,1561.970763,1343.007419,1654.082618,1292.309492,0,1327.417001,NA,1351.551855,2115.810196,0,364.6548815,1751.155314,1782.994502,1.303905912,1.058686728,yes,NA,NA,NA,0.034079064,0.003079064,11.06799608,"Schneider, S. P., and Teeraparbwong, I. (2000). Bolted flange plate connections. Report No. SAC/BD-00/05, SAC Joint Venture, Sacramento, CA, USA.",https://store.atcouncil.org/index.php?dispatch=products.view&product_id=122,40.110558,-88.228333
Shin_2017_UT01,Shin,2017,UT01,Post,Interior - Column Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,WUF-W,NA,NA,NA,NA,W30x108,756.92,378.46,13.843,266.7,19.304,22.606,20451.572,1860554472,5669924.144,NA,54.66210275,NA,NA,NA,NA,NA,759.2314,379.6157,14.224,263.525,18.8722,5619124.246,ASTM A992 Gr. 50,344.7379543,406.7907861,365.4222316,406.7907861,385.7456024,9051.925,8175.625,4087.8125,5.400587248,W33x263,876.3,22.098,401.32,752.475,39.878,29.972,49999.9,6618079667,877.0874,22.7838,751.8908,400.05,38.9382,ASTM A992 Gr. 50,344.7379543,NA,413.6855452,372.3169907,389.5538884,386.9949751,5121.275,No,E70T-6,2.38125,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,876.3,22.098,401.32,39.878,718.312,796.544,NA,NA,0,0,0,0,22.098,19.05,796.544,737.616,737.616,21263.89296,386.9949751,0,0,4821.04828,4810.801503,5371.540496,4629.195905,344.7379543,0,0,4025.712248,4005.402195,4528.603919,3854.20006,3010.142598,3010.142598,NA,3062.007626,4080.907407,4080.907407,1301.544293,6860.270521,6978.473601,1.712754472,1.514875366,yes,1.450584398,1.299156844,yes,0.035,0.003104938,11.27236657,"Shin, S. (2017). “Experimental and analytical investigation of panel zone behavior in steel moment frames.” PhD Thesis, University of Texas at Austin, TX, USA.",https://repositories.lib.utexas.edu/handle/2152/47306,30.284918,-97.734057
Shin_2017_UT02,Shin,2017,UT02,Post,Interior - Column Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,WUF-W,NA,NA,NA,NA,W30x108,756.92,378.46,13.843,266.7,19.304,22.606,20451.572,1860554472,5669924.144,NA,54.66210275,NA,NA,NA,NA,NA,759.2314,379.6157,14.224,263.525,18.8722,5619124.246,ASTM A992 Gr. 50,344.7379543,406.7907861,365.4222316,406.7907861,385.7456024,9051.925,8175.625,4087.8125,5.400587248,W33x263,876.3,22.098,401.32,752.475,39.878,29.972,49999.9,6618079667,877.0874,22.7838,751.8908,400.05,38.9382,ASTM A992 Gr. 50,344.7379543,NR,413.6855452,372.3169907,389.5538884,386.9949751,5121.275,No,E70T-6,2.38125,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,876.3,22.098,401.32,39.878,718.312,796.544,355.6,508,755.65,1,12.7,12.7,34.798,19.05,796.544,737.616,737.616,21263.89296,386.9949751,0,0,6883.940966,7575.629953,8133.886838,7289.653321,344.7379543,0,0,5744.789486,6307.35748,6830.559204,6069.257565,3010.142598,3010.142598,NA,3062.007626,4080.907407,4080.907407,1301.544293,6860.270521,6978.473601,1.087661599,1.004349763,yes,0.921174034,0.857950662,no,0.0055,0.003104938,1.77137189,"Shin, S. (2017). “Experimental and analytical investigation of panel zone behavior in steel moment frames.” PhD Thesis, University of Texas at Austin, TX, USA.",https://repositories.lib.utexas.edu/handle/2152/47306,30.284918,-97.734057
Shin_2017_UT04,Shin,2017,UT04,Post,Interior - Column Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,WUF-W,NA,NA,NA,NA,W36x150,911.86,455.93,15.875,304.8,23.876,20.066,28516.072,3762732087,9520884.184,NA,62.89915923,NA,NA,NA,NA,NA,911.225,455.6125,16.4211,301.625,22.6314,9239026.683,ASTM A992 Gr. 50,344.7379543,393.0012679,361.9748521,399.896027,377.0287437,9051.925,8588.375,4294.1875,4.709261838,W14x398,464.82,44.958,421.64,254,72.39,29.972,75483.72,2497388554,463.55,45.3136,252.0188,419.1,72.644,ASTM A992 Gr. 50,344.7379543,NA,337.8431953,351.6327134,348.1853339,349.0024656,5121.275,No,E70T-6,2.38125,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,464.82,44.958,421.64,72.39,864.108,320.04,NA,NA,0,0,0,0,44.958,0,0,887.984,887.984,22032.53658,349.0024656,0,0,3867.778169,4224.448254,5769.69437,4064.977227,344.7379543,0,0,3946.712418,4322.471515,5826.071795,4159.300154,5054.603611,5054.603611,NA,5025.505804,5692.223746,5692.223746,2080.505891,9303.941602,9250.381656,2.152458743,1.596949356,yes,2.189725403,1.603270652,yes,0.056,0.002535699,22.08463655,"Shin, S. (2017). “Experimental and analytical investigation of panel zone behavior in steel moment frames.” PhD Thesis, University of Texas at Austin, TX, USA.",https://repositories.lib.utexas.edu/handle/2152/47306,30.284918,-97.734057
Shin_2017_UT05,Shin,2017,UT05,Post,Interior - Column Loaded - Subassembly,Weld Deficiency,Ramped Symmetric Cyclic AISC,NO,WUF-W,NA,NA,NA,NA,W36x150,911.86,455.93,15.875,304.8,23.876,20.066,28516.072,3762732087,9520884.184,NA,62.89915923,NA,NA,NA,NA,NA,911.225,455.6125,16.4211,301.625,22.6314,9239026.683,ASTM A992 Gr. 50,344.7379543,393.0012679,361.9748521,399.896027,377.0287437,9051.925,8588.375,4294.1875,4.709261838,W14x398,464.82,44.958,421.64,254,72.39,29.972,75483.72,2497388554,463.55,45.3136,252.0188,419.1,72.644,ASTM A992 Gr. 50,344.7379543,NR,337.8431953,351.6327134,348.1853339,349.0024656,5121.275,No,E70T-6,2.38125,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,464.82,44.958,421.64,72.39,864.108,320.04,NR,NR,279.4,2,12.7,25.4,70.358,0,0,887.984,887.984,22032.53658,349.0024656,0,0,4490.690863,6611.142182,8162.927186,6361.574531,344.7379543,0,0,4582.337615,6764.545817,8268.146097,6509.187247,5054.603611,5054.603611,NA,5025.505804,5692.223746,5692.223746,2080.505891,9303.941602,9250.381656,1.375397825,1.125275424,yes,1.399210817,1.13321869,yes,0.0165,0.002535699,6.507080413,"Shin, S. (2017). “Experimental and analytical investigation of panel zone behavior in steel moment frames.” PhD Thesis, University of Texas at Austin, TX, USA.",https://repositories.lib.utexas.edu/handle/2152/47306,30.284918,-97.734057
Shin_2017_UT07,Shin,2017,UT07,Post,Interior - Column Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,BFP,44.45,NA,635,NA,W36x150,911.86,455.93,15.875,304.8,23.876,20.066,28516.072,3762732087,9520884.184,NA,62.89915923,NA,NA,NA,NA,NA,914.4,457.2,15.24,306.4002,23.8252,9458613.341,ASTM A992 Gr. 50,344.7379543,441.2645816,379.2117498,NA,409.3195331,9051.925,8588.375,4294.1875,4.709261838,W14x398,464.82,44.958,421.64,254,72.39,29.972,75483.72,2497388554,463.55,44.958,252.73,419.1,72.771,ASTM A992 Gr. 50,344.7379543,NA,303.3693998,310.2641589,344.7379543,308.949035,5121.275,No,E70T-6,2.38125,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,464.82,44.958,421.64,72.39,864.108,320.04,NA,NA,0,0,0,0,44.958,0,0,956.31,956.31,22032.53658,308.949035,0,0,3473.106928,3793.382105,5157.015185,3650.183633,344.7379543,0,0,3946.712418,4322.471515,5826.071795,4159.300154,4872.515706,4872.515706,NA,5259.372514,5095.121567,5095.121567,2005.557391,8184.685744,8834.51462,1.89351988,1.404837776,yes,2.328928216,1.713106187,yes,0.0465,0.002276955,20.42201477,"Shin, S. (2017). “Experimental and analytical investigation of panel zone behavior in steel moment frames.” PhD Thesis, University of Texas at Austin, TX, USA.",https://repositories.lib.utexas.edu/handle/2152/47306,30.284918,-97.734057
Shin_2017_UT08,Shin,2017,UT08,Post,Interior - Column Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,WUF-W,NA,NA,NA,NA,W24x55,599.44,299.72,10.033,178.054,12.827,18.034,10516.108,566074738.8,2212253.64,NA,33.9079591,NA,NA,NA,NA,NA,598.4748,299.2374,9.652,180.3019,13.2842,2208156.874,ASTM A992 Gr. 50,344.7379543,393.0012679,375.7643702,375.7643702,385.3753343,9051.925,8721.1916,4360.5958,7.274449153,W12x106,327.66,15.494,309.88,231.775,25.146,20.066,20128.992,388343920.1,330.7334,16.9418,231.9528,308.5084,25.146,ASTM A992 Gr. 50,344.7379543,NR,379.2117498,365.4222316,379.2117498,368.4028638,5121.275,No,E70T-6,2.38125,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,327.66,15.494,309.88,25.146,573.786,277.368,NR,NR,257.175,1,15.875,15.875,31.369,12.7,277.368,586.613,586.613,5943.278436,368.4028638,0,0,2053.252856,2360.542182,2553.613674,2271.432774,344.7379543,0,0,1849.125146,2126.005833,2328.842869,2045.750067,1174.477603,1174.477603,NA,1193.567181,2002.13361,2002.13361,476.0600711,3528.207149,3585.553481,1.659547257,1.515004381,yes,1.518953361,1.404109602,yes,0.026,0.002846193,9.135008756,"Shin, S. (2017). “Experimental and analytical investigation of panel zone behavior in steel moment frames.” PhD Thesis, University of Texas at Austin, TX, USA.",https://repositories.lib.utexas.edu/handle/2152/47306,30.284918,-97.734057
Shin_2017_UT09,Shin,2017,UT09,Post,Interior - Column Loaded - Subassembly,Axial Force,Ramped Symmetric Cyclic AISC,NO,WUF-W,NA,NA,NA,NA,W24x55,599.44,299.72,10.033,178.054,12.827,18.034,10516.108,566074738.8,2212253.64,NA,33.9079591,NA,NA,NA,NA,NA,598.4748,299.2374,9.652,180.3019,13.2842,2208156.874,ASTM A992 Gr. 50,344.7379543,393.0012679,375.7643702,375.7643702,385.3753343,9051.925,8721.1916,4360.5958,7.274449153,W12x106,327.66,15.494,309.88,231.775,25.146,20.066,20128.992,388343920.1,330.7334,16.9418,231.9528,308.5084,25.146,ASTM A992 Gr. 50,344.7379543,NR,379.2117498,365.4222316,379.2117498,368.4028638,5121.275,No,E70T-6,2.38125,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,327.66,15.494,309.88,25.146,573.786,277.368,NR,NR,257.175,1,15.875,15.875,31.369,12.7,277.368,586.613,586.613,5943.278436,368.4028638,0,0,2053.252856,2360.542182,2553.613674,2271.432774,344.7379543,0,0,1849.125146,2126.005833,2328.842869,2045.750067,1174.477603,1174.477603,NA,1193.567181,2002.13361,2002.13361,476.0600711,3528.207149,3585.553481,1.659547257,1.515004381,yes,1.518953361,1.404109602,yes,0.017,0.002846193,5.97289034,"Shin, S. (2017). “Experimental and analytical investigation of panel zone behavior in steel moment frames.” PhD Thesis, University of Texas at Austin, TX, USA.",https://repositories.lib.utexas.edu/handle/2152/47306,30.284918,-97.734057
Shin_2017_UT10,Shin,2017,UT10,Post,Interior - Column Loaded - Subassembly,Axial Force,Ramped Symmetric Cyclic AISC,NO,WUF-W,NA,NA,NA,NA,W24x55,599.44,299.72,10.033,178.054,12.827,18.034,10516.108,566074738.8,2212253.64,NA,33.9079591,NA,NA,NA,NA,NA,598.4748,299.2374,9.652,180.3019,13.2842,2208156.874,ASTM A992 Gr. 50,344.7379543,393.0012679,375.7643702,375.7643702,385.3753343,9051.925,8721.1916,4360.5958,7.274449153,W12x106,327.66,15.494,309.88,231.775,25.146,20.066,20128.992,388343920.1,330.7334,16.9418,231.9528,308.5084,25.146,ASTM A992 Gr. 50,344.7379543,NR,379.2117498,365.4222316,379.2117498,368.4028638,5121.275,No,E70T-6,2.38125,NR,NR,NR,AISC-360-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,327.66,15.494,309.88,25.146,573.786,277.368,NR,NR,257.175,1,15.875,15.875,31.369,12.7,277.368,586.613,586.613,5943.278436,368.4028638,0,0,2053.252856,2360.542182,2553.613674,2271.432774,344.7379543,0,0,1849.125146,2126.005833,2328.842869,2045.750067,1174.477603,1174.477603,NA,1193.567181,2002.13361,2002.13361,476.0600711,3528.207149,3585.553481,1.659547257,1.515004381,yes,1.518953361,1.404109602,yes,0.024,0.002846193,8.432315774,"Shin, S. (2017). “Experimental and analytical investigation of panel zone behavior in steel moment frames.” PhD Thesis, University of Texas at Austin, TX, USA.",https://repositories.lib.utexas.edu/handle/2152/47306,30.284918,-97.734057
Stojadinovic_et_al_2000_4_1,Stojadinovic et al.,2000,4_1,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,WUF-B,NA,NA,NA,NA,W30x99,754.38,377.19,13.208,266.7,17.018,29.972,18774.156,1660763388,4408120.216,NA,53.34,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,380,353,406.7907861,366.817248,3614.42,3426.46,3426.46,4.542087542,W14x145,375.92,17.272,393.7,254,27.686,29.972,27548.332,711755737.8,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,333.0168639,328.8800084,358.5274725,329.7178536,3657.6,No,E70TG-K2,NR,NR,NR,NR,FEMA355d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,375.92,17.272,393.7,27.686,720.344,320.548,NA,NA,0,0,0,0,17.272,17.018,320.548,737.362,0,7886.177776,329.7178536,0,0,1453.738973,1297.345167,1534.158232,1248.370969,344.7379543,0,0,1504.905769,1343.007419,1591.239143,1292.309492,0,1972.500957,NA,1908.029941,2675.078125,0,568.8712219,2106.206904,2037.365721,1.568276447,1.323626881,yes,1.570411463,1.32800234,yes,0.024391643,0.002499475,9.758706159,"Stojadinovic, B., Goel, S. C., Lee, K.-H., Margarian, A. G., and Choi, J.-H. (2000). “Parametric tests on unreinforced steel moment connections.” Journal of Structural Engineering, 126(1), 40–49. https://doi.org/10.1061/(ASCE)0733-9445(2000)126:1(40).",https://doi.org/10.1061/(ASCE)0733-9445(2000)126:1(40),42.29391992,-83.71314722
Stojadinovic_et_al_2000_4_2,Stojadinovic et al.,2000,4_2,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,WUF-B,NA,NA,NA,NA,W30x99,754.38,377.19,13.208,266.7,17.018,29.972,18774.156,1660763388,4408120.216,NA,53.34,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,323,293,NA,308.3524978,3614.42,3426.46,3426.46,4.542087542,W14x145,375.92,17.272,393.7,254,27.686,29.972,27548.332,711755737.8,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,333.0168639,328.8800084,358.5274725,329.7178536,3657.6,No,E70TG-K2,NR,NR,NR,NR,FEMA355d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,375.92,17.272,393.7,27.686,720.344,320.548,NA,NA,0,0,0,0,17.272,17.018,320.548,737.362,0,7886.177776,329.7178536,0,0,1453.738973,1297.345167,1534.158232,1248.370969,344.7379543,0,0,1504.905769,1343.007419,1591.239143,1292.309492,0,2005.933176,NA,1631.105855,2720.418433,0,578.5131071,2141.905326,1741.67034,1.594857403,1.346061235,yes,1.342488017,1.135261216,yes,0.022506887,0.002499475,9.004645363,"Stojadinovic, B., Goel, S. C., Lee, K.-H., Margarian, A. G., and Choi, J.-H. (2000). “Parametric tests on unreinforced steel moment connections.” Journal of Structural Engineering, 126(1), 40–49. https://doi.org/10.1061/(ASCE)0733-9445(2000)126:1(40).",https://doi.org/10.1061/(ASCE)0733-9445(2000)126:1(40),42.29391992,-83.71314722
Stojadinovic_et_al_2000_5_1,Stojadinovic et al.,2000,5_1,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,WUF-B,NA,NA,NA,NA,W30x99,754.38,377.19,13.208,266.7,17.018,29.972,18774.156,1660763388,4408120.216,NA,53.34,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,380,353,NA,366.817248,3619.5,3426.46,3418.84,4.531986532,W14x176,386.08,21.082,398.78,254,33.274,29.972,33419.288,890735250.8,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,353.7011412,357.8379966,393.0012679,357.0004934,3657.6,No,E70TG-K2,NR,NR,NR,NR,FEMA355d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,386.08,21.082,398.78,33.274,720.344,319.532,NA,NA,0,0,0,0,21.082,17.018,319.532,737.362,0,9577.335684,357.0004934,0,0,1888.292751,1727.336002,2104.310687,1662.129843,344.7379543,0,0,1840.441278,1683.563355,2046.737425,1620.009594,0,1972.500957,NA,1908.029941,2675.078125,0,569.6707599,2105.407366,2036.592316,1.250566163,1.028665104,yes,1.179036571,0.967819215,no,0.022448536,0.002654722,8.456077934,"Stojadinovic, B., Goel, S. C., Lee, K.-H., Margarian, A. G., and Choi, J.-H. (2000). “Parametric tests on unreinforced steel moment connections.” Journal of Structural Engineering, 126(1), 40–49. https://doi.org/10.1061/(ASCE)0733-9445(2000)126:1(40).",https://doi.org/10.1061/(ASCE)0733-9445(2000)126:1(40),42.29391992,-83.71314722
Tsai_and_Chen_2000_RB1,Tsai and Chen,2000,RB1,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,RBS,NA,0.375,299.974,NA,H-600x200x11x17,599.9999994,299.9999997,10.99999999,199.9999998,16.99999998,12.954,13933.92025,744031675.5,2863178.991,NA,40.35892887,124.9999999,299.9999997,11383.92025,527352438.8,2119853.994,NR,NR,NR,NR,NR,NR,SS400,234.421809,308,280,NA,293.38308,2499.995,2349.995,2349.995,3.916658338,H-300x300x16x25,299.9999997,15.99999998,299.9999997,224.0919997,24.99999997,12.954,19112.65042,305208332.1,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,370,389,NR,385,2999.994,No,E7016,NR,NR,27.116359,NR,SEAOC1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,299.9999997,15.99999998,299.9999997,24.99999997,565.9999994,249.9999997,NA,NA,0,0,0,0,15.99999998,17.018,249.9999997,582.9999994,0,5160.350452,385,0,0,1074.590331,1065.599998,1284.412497,1025.374076,344.7379543,0,0,1001.221817,992.8453065,1186.760405,955.3658416,0,783.2768464,NA,891.1681458,1343.52804,0,277.7583379,1065.769702,1212.572558,1.073449907,0.898049595,no,1.1379247,0.94406786,no,0.0171,0.002777054,6.15760451,"Tsai, K. C., and Chen, W. Z. (2000). “Seismic responses of steel reduced beam section to weak panel zone moment joints.” In Proc., 3rd International Conference on Behavior of Steel Structures in Seismic Areas (STESSA), Montreal, Canada, 279–286.",https://www.taylorfrancis.com/chapters/edit/10.1201/9781003211198-38/seismic-responses-steel-reduced-beam-section-weak-panel-zone-moment-joints-tsai-wei-zhi-chen,25.01748605,121.547927
Tsai_and_Chen_2000_RB2,Tsai and Chen,2000,RB2,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,RBS,NA,0.5,299.974,NA,H-600x200x11x17,599.9999994,299.9999997,10.99999999,199.9999998,16.99999998,12.954,13933.92025,744031675.5,2863178.991,NA,40.35892887,99.9999999,299.9999997,10533.92026,455126026.6,1872078.994,NR,NR,NR,NR,NR,NR,SS400,234.421809,308,280,NA,293.38308,2499.995,2349.995,2349.995,3.916658338,H-300x300x16x25,299.9999997,15.99999998,299.9999997,224.0919997,24.99999997,12.954,19112.65042,305208332.1,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,370,389,NR,385,2999.994,No,E7016,NR,NR,27.116359,NR,SEAOC1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,299.9999997,15.99999998,299.9999997,24.99999997,565.9999994,249.9999997,NA,NA,0,0,0,0,15.99999998,17.018,249.9999997,582.9999994,0,5160.350452,385,0,0,1074.590331,1065.599998,1284.412497,1025.374076,344.7379543,0,0,1001.221817,992.8453065,1186.760405,955.3658416,0,691.72506,NA,787.0056953,1186.492385,0,245.2930964,941.1992891,1070.843379,0.947981808,0.79308282,no,1.004920591,0.83372233,no,0.0112,0.002777054,4.033050907,"Tsai, K. C., and Chen, W. Z. (2000). “Seismic responses of steel reduced beam section to weak panel zone moment joints.” In Proc., 3rd International Conference on Behavior of Steel Structures in Seismic Areas (STESSA), Montreal, Canada, 279–286.",https://www.taylorfrancis.com/chapters/edit/10.1201/9781003211198-38/seismic-responses-steel-reduced-beam-section-weak-panel-zone-moment-joints-tsai-wei-zhi-chen,25.01748605,121.547927
Tsai_and_Chen_2000_RB5,Tsai and Chen,2000,RB5,Post,Exterior - Beam Loaded - Subassembly,NA,Ramped Symmetric Cyclic AISC,NO,RBS,NA,0.3,299.974,NA,H-600x200x11x17,599.9999994,299.9999997,10.99999999,199.9999998,16.99999998,12.954,13933.92025,744031675.5,2863178.991,NA,40.35892887,139.9999999,299.9999997,11893.92025,570688286.2,2268518.993,NR,NR,NR,NR,NR,NR,SS400,234.421809,308,280,NA,293.38308,2499.995,2349.995,2349.995,3.916658338,H-300x300x16x25,299.9999997,15.99999998,299.9999997,224.0919997,24.99999997,12.954,19112.65042,305208332.1,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,370,389,NR,385,2999.994,No,E7016,NR,NR,27.116359,NR,SEAOC1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,299.9999997,15.99999998,299.9999997,24.99999997,565.9999994,249.9999997,NA,NA,0,0,0,0,15.99999998,17.018,249.9999997,582.9999994,0,5160.350452,385,0,0,1074.590331,1065.599998,1284.412497,1025.374076,344.7379543,0,0,1001.221817,992.8453065,1186.760405,955.3658416,0,838.2079183,NA,953.665616,1437.749432,0,297.2374828,1140.51195,1297.610065,1.148730766,0.961029661,no,1.217727165,1.010275178,yes,0.019,0.002777054,6.841782789,"Tsai, K. C., and Chen, W. Z. (2000). “Seismic responses of steel reduced beam section to weak panel zone moment joints.” In Proc., 3rd International Conference on Behavior of Steel Structures in Seismic Areas (STESSA), Montreal, Canada, 279–286.",https://www.taylorfrancis.com/chapters/edit/10.1201/9781003211198-38/seismic-responses-steel-reduced-beam-section-weak-panel-zone-moment-joints-tsai-wei-zhi-chen,25.01748605,121.547927
