id,experimental_program,date,section_c,specimen_designation,d_c,k_c,k1_c,h_c,t_cw,h_over_t_cw,b_cf,t_cf,b_f_over_t_cf,a_cm,a_cn,i_xb,i_xc,s_xc,s_yc,z_xc,z_yc,j_c,c_wc,r_yc,r_xc,l_c,l_sc,l_bc,l_b_over_r_yc,k_xc,k_yc,lambda_xc,lambda_yc,lambda_ltb,steel_c,r_y,r_t,f_ymf,f_ymw,f_umf,f_umw,f_yn,f_un,e_nc,e_mc,g_nc,g_mc,boundary_condition,p_ym,p_yn,p_ye,lateral_lp,direction_lp,axis_of_bending,axial_lp,p_g,p_t,p_c,p_g_over_p_ym,p_g_over_p_yn,p_t_over_p_ym,p_c_over_p_ym,p_c_over_p_yn,p,t_top_plate,t_bottom_plate,test_procedure,comments,k_test,k_flexure_th,k_shear_th,k_theory,th_y,th_lb,th_80,th_50,th_20,th_1l,th_2l,th_3l,th_4l,th_6l,d_80,d_50,d_20,f_class_us,w_class_us,cs_class_us,f_class_eu,w_class_eu,cs_class_eu,cfe,reference,link,latitude,longitude
Nakashima_et_al_M124804,Nakashima et. al,1990,Built Up M12,M124804,126,9.3,10.1,107.3,6.8,15.9,125,9.3,6.7,3057,3150,8.70E+06,3039860,137302,48638,155510,74113,79641,1.00E+10,32,53,1840,920,1840,58.4,0.5,0.5,17,29,0.25,ASTM A572 Gr. 50,1.1,1.2,377,377,518,518,345,450,200000,212200,77200,81615,Fixed-Fixed,1152506,1086750,1195425,Monotonic,Unidirectional,Strong,Constant,470000,NA,470000,0.41,0.43,NA,0.41,0.43,470000,30,30,First the required level of axial load was applied followed lateral loading. ,Rotation along both strong and weak axis as well as torsion were prevented,41,60,569,54,0.008,0.096,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Nakashima, M., K. Takanashi, and H. Kato. 1990. “Test of steel beam-columns subject to sidesway.” ASCE Journal of Structural Engineering, 116 (9): 2516–2531.",https://doi.org/10.1061/(ASCE)0733-9445(1990)116:9(2516),35.0262,135.7808
Nakashima_et_al_M124806,Nakashima et. al,1990,Built Up M12,M124806,126,9.3,10.1,107.3,6.8,15.9,125,9.3,6.7,3057,3150,8.70E+06,3039860,137302,48638,155510,74113,79641,1.00E+10,32,53,1840,920,1840,58.4,0.5,0.5,17,29,0.25,ASTM A572 Gr. 50,1.1,1.2,377,377,518,518,345,450,200000,212200,77200,81615,Fixed-Fixed,1152506,1086750,1195425,Monotonic,Unidirectional,Strong,Constant,705000,NA,705000,0.61,0.65,NA,0.61,0.65,705000,30,30,First the required level of axial load was applied followed lateral loading. ,Rotation along both strong and weak axis as well as torsion were prevented,51,60,569,54,0.004,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Nakashima, M., K. Takanashi, and H. Kato. 1990. “Test of steel beam-columns subject to sidesway.” ASCE Journal of Structural Engineering, 116 (9): 2516–2531.",https://doi.org/10.1061/(ASCE)0733-9445(1990)116:9(2516),35.0262,135.7808
Nakashima_et_al_M126102,Nakashima et. al,1990,Built Up M12,M126102,126,9.3,10.1,107.3,6.8,15.9,125,9.3,6.7,3057,3150,8.70E+06,3039860,137302,48638,155510,74113,79641,1.00E+10,32,53,2340,1170,2340,74.2,0.5,0.5,22,37,0.3,ASTM A572 Gr. 50,1.1,1.2,377,377,518,518,345,450,200000,212200,77200,81615,Fixed-Fixed,1152506,1086750,1195425,Monotonic,Unidirectional,Strong,Constant,235000,NA,235000,0.2,0.22,NA,0.2,0.22,235000,30,30,First the required level of axial load was applied followed lateral loading. ,Rotation along both strong and weak axis as well as torsion were prevented,46,47,724,44,0.01,0.127,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Nakashima, M., K. Takanashi, and H. Kato. 1990. “Test of steel beam-columns subject to sidesway.” ASCE Journal of Structural Engineering, 116 (9): 2516–2531.",https://doi.org/10.1061/(ASCE)0733-9445(1990)116:9(2516),35.0262,135.7808
Nakashima_et_al_M126104,Nakashima et. al,1990,Built Up M12,M126104,126,9.3,10.1,107.3,6.8,15.9,125,9.3,6.7,3057,3150,8.70E+06,3039860,137302,48638,155510,74113,79641,1.00E+10,32,53,2340,1170,2340,74.2,0.5,0.5,22,37,0.3,ASTM A572 Gr. 50,1.1,1.2,377,377,518,518,345,450,200000,212200,77200,81615,Fixed-Fixed,1152506,1086750,1195425,Monotonic,Unidirectional,Strong,Constant,470000,NA,470000,0.41,0.43,NA,0.41,0.43,470000,30,30,First the required level of axial load was applied followed lateral loading. ,Rotation along both strong and weak axis as well as torsion were prevented,43,47,724,44,0.008,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Nakashima, M., K. Takanashi, and H. Kato. 1990. “Test of steel beam-columns subject to sidesway.” ASCE Journal of Structural Engineering, 116 (9): 2516–2531.",https://doi.org/10.1061/(ASCE)0733-9445(1990)116:9(2516),35.0262,135.7808
Nakashima_et_al_M126106,Nakashima et. al,1990,Built Up M12,M126106,126,9.3,10.1,107.3,6.8,15.9,125,9.3,6.7,3057,3150,8.70E+06,3039860,137302,48638,155510,74113,79641,1.00E+10,32,53,2340,1170,2340,74.2,0.5,0.5,22,37,0.3,ASTM A572 Gr. 50,1.1,1.2,377,377,518,518,345,450,200000,212200,77200,81615,Fixed-Fixed,1152506,1086750,1195425,Monotonic,Unidirectional,Strong,Constant,705000,NA,705000,0.61,0.65,NA,0.61,0.65,705000,30,30,First the required level of axial load was applied followed lateral loading. ,Rotation along both strong and weak axis as well as torsion were prevented,42,47,724,44,0.005,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Nakashima, M., K. Takanashi, and H. Kato. 1990. “Test of steel beam-columns subject to sidesway.” ASCE Journal of Structural Engineering, 116 (9): 2516–2531.",https://doi.org/10.1061/(ASCE)0733-9445(1990)116:9(2516),35.0262,135.7808
Newell_Uang_W14x132-35,Newell and Uang,2008,W360x196,W14x132-35 ,373,58.7,39.7,255.6,16.4,15.6,373,26.2,7.1,24803,25000,6.30E+08,226726523,3398551,1215692,3810554,1844147,4982107,6.80E+12,96,160,4572,2286,4572,47.8,0.5,0.5,14,24,0.24,ASTM A992 Gr. 50,1.1,1.1,474,385,537,545,345,450,200000,200000,77200,76923,Fixed-Fixed,10654270,8625000,9487500,Symmetric,Unidirectional,Strong,Constant,1094262,1925738,3020000,0.1,0.13,0.18,0.28,0.35,3020000,76,76,Column specimen were tested in horizontal configuration. One end was connected to the reaction fixture while another was connected to strong wall. Longitudinal (E-W) and Lateral (N-S) movement of shake table platen imposed load in both directions.,"Specimens were not braced laterally to inhibit weak-axis buckling, except for both ends.",1386,1664,9572,1417,0.01,0.05,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Newell, J.D., Uang, C-M. 2008. ""Cyclic behavior of steel wide-flange columns subjected to large drift."" ASCE Journal of Structural Engineering, 134(8): 1334-1342.",https://doi.org/10.1061/(ASCE)0733-9445(2008)134:8(1334),32.88006,-117.234014
Newell_Uang_W14x132-55,Newell and Uang,2008,W360x196,W14x132-55 ,373,58.7,39.7,255.6,16.4,15.6,373,26.2,7.1,24803,25000,6.30E+08,226726523,3398551,1215692,3810554,1844147,4982107,6.80E+12,96,160,4572,2286,4572,47.8,0.5,0.5,14,24,0.24,ASTM A992 Gr. 50,1.1,1.1,474,385,537,545,345,450,200000,200000,77200,76923,Fixed-Fixed,10654270,8625000,9487500,Symmetric,Unidirectional,Strong,Constant,1094262,3651738,4746000,0.1,0.13,0.34,0.45,0.55,4746000,76,76,Column specimen were tested in horizontal configuration. One end was connected to the reaction fixture while another was connected to strong wall. Longitudinal (E-W) and Lateral (N-S) movement of shake table platen imposed load in both directions.,"Specimens were not braced laterally to inhibit weak-axis buckling, except for both ends.",1479,1664,9572,1417,0.009,0.05,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Newell, J.D., Uang, C-M. 2008. ""Cyclic behavior of steel wide-flange columns subjected to large drift."" ASCE Journal of Structural Engineering, 134(8): 1334-1342.",https://doi.org/10.1061/(ASCE)0733-9445(2008)134:8(1334),32.88006,-117.234014
Newell_Uang_W14x132-75,Newell and Uang,2008,W360x196,W14x132-75,373,58.7,39.7,255.6,16.4,15.6,373,26.2,7.1,24803,25000,6.30E+08,226726523,3398551,1215692,3810554,1844147,4982107,6.80E+12,96,160,4572,2286,4572,47.8,0.5,0.5,14,24,0.24,ASTM A992 Gr. 50,1.1,1.1,474,385,537,545,345,450,200000,200000,77200,76923,Fixed-Fixed,10654270,8625000,9487500,Symmetric,Unidirectional,Strong,Constant,1094262,5377738,6472000,0.1,0.13,0.5,0.61,0.75,6472000,76,76,Column specimen were tested in horizontal configuration. One end was connected to the reaction fixture while another was connected to strong wall. Longitudinal (E-W) and Lateral (N-S) movement of shake table platen imposed load in both directions.,"Specimens were not braced laterally to inhibit weak-axis buckling, except for both ends.",1409,1664,9572,1417,0.01,0.05,0.078,0.08,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-3,Class-3,no,"Newell, J.D., Uang, C-M. 2008. ""Cyclic behavior of steel wide-flange columns subjected to large drift."" ASCE Journal of Structural Engineering, 134(8): 1334-1342.",https://doi.org/10.1061/(ASCE)0733-9445(2008)134:8(1334),32.88006,-117.234014
Newell_Uang_W14x176-35,Newell and Uang,2008,W360x262,W14x176-35,386,66.7,41.3,252.6,21.1,12,399,33.3,6,33313,33400,8.90E+08,352792690,4591523,1768384,5224355,2686247,10926739,1.10E+13,103,163,4572,2286,4572,44.4,0.5,0.5,14,22,0.21,ASTM A992 Gr. 50,1.1,1.1,410,402,555,550,345,450,200000,200000,77200,76923,Fixed-Fixed,13517144,11523000,12675300,Symmetric,Unidirectional,Strong,Constant,1490154,2543846,4034000,0.11,0.13,0.19,0.3,0.35,4034000,76,76,Column specimen were tested in horizontal configuration. One end was connected to the reaction fixture while another was connected to strong wall. Longitudinal (E-W) and Lateral (N-S) movement of shake table platen imposed load in both directions.,"Specimens were not braced laterally to inhibit weak-axis buckling, except for both ends.",1621,2326,12639,1964,0.011,0.076,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Newell, J.D., Uang, C-M. 2008. ""Cyclic behavior of steel wide-flange columns subjected to large drift."" ASCE Journal of Structural Engineering, 134(8): 1334-1342.",https://doi.org/10.1061/(ASCE)0733-9445(2008)134:8(1334),32.88006,-117.234014
Newell_Uang_W14x176-55,Newell and Uang,2008,W360x262,W14x176-55,386,66.7,41.3,252.6,21.1,12,399,33.3,6,33313,33400,8.90E+08,352792690,4591523,1768384,5224355,2686247,10926739,1.10E+13,103,163,4572,2286,4572,44.4,0.5,0.5,14,22,0.21,ASTM A992 Gr. 50,1.1,1.1,410,402,555,550,345,450,200000,200000,77200,76923,Fixed-Fixed,13517144,11523000,12675300,Symmetric,Unidirectional,Strong,Constant,1490154,4847846,6338000,0.11,0.13,0.36,0.47,0.55,6338000,76,76,Column specimen were tested in horizontal configuration. One end was connected to the reaction fixture while another was connected to strong wall. Longitudinal (E-W) and Lateral (N-S) movement of shake table platen imposed load in both directions.,"Specimens were not braced laterally to inhibit weak-axis buckling, except for both ends.",1668,2326,12639,1964,0.011,0.067,0.08,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Newell, J.D., Uang, C-M. 2008. ""Cyclic behavior of steel wide-flange columns subjected to large drift."" ASCE Journal of Structural Engineering, 134(8): 1334-1342.",https://doi.org/10.1061/(ASCE)0733-9445(2008)134:8(1334),32.88006,-117.234014
Newell_Uang_W14x176-75,Newell and Uang,2008,W360x262,W14x176-75,386,66.7,41.3,252.6,21.1,12,399,33.3,6,33313,33400,8.90E+08,352792690,4591523,1768384,5224355,2686247,10926739,1.10E+13,103,163,4572,2286,4572,44.4,0.5,0.5,14,22,0.21,ASTM A992 Gr. 50,1.1,1.1,410,402,555,550,345,450,200000,200000,77200,76923,Fixed-Fixed,13517144,11523000,12675300,Symmetric,Unidirectional,Strong,Constant,1490154,7151846,8642000,0.11,0.13,0.53,0.64,0.75,8642000,76,76,Column specimen were tested in horizontal configuration. One end was connected to the reaction fixture while another was connected to strong wall. Longitudinal (E-W) and Lateral (N-S) movement of shake table platen imposed load in both directions.,"Specimens were not braced laterally to inhibit weak-axis buckling, except for both ends.",1610,2326,12639,1964,0.011,0.067,0.078,0.082,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Newell, J.D., Uang, C-M. 2008. ""Cyclic behavior of steel wide-flange columns subjected to large drift."" ASCE Journal of Structural Engineering, 134(8): 1334-1342.",https://doi.org/10.1061/(ASCE)0733-9445(2008)134:8(1334),32.88006,-117.234014
Newell_Uang_W14x233-35,Newell and Uang,2008,W360x347,W14x233-35,407,76.2,44.5,254.6,27.2,9.4,404,43.7,4.6,44003,44200,1.20E+09,480793599,6116542,2380166,7108569,3625383,24913770,1.60E+13,105,168,4572,2286,4572,43.7,0.5,0.5,14,22,0.19,ASTM A992 Gr. 50,1.1,1.1,421,412,590,588,345,450,200000,200000,77200,76923,Fixed-Fixed,18309972,15249000,16773900,Symmetric,Unidirectional,Strong,Constant,1983906,3349094,5333000,0.11,0.13,0.18,0.29,0.35,5333000,76,76,Column specimen were tested in horizontal configuration. One end was connected to the reaction fixture while another was connected to strong wall. Longitudinal (E-W) and Lateral (N-S) movement of shake table platen imposed load in both directions.,"Specimens were not braced laterally to inhibit weak-axis buckling, except for both ends.",2203,3267,17006,2741,0.011,0.066,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Newell, J.D., Uang, C-M. 2008. ""Cyclic behavior of steel wide-flange columns subjected to large drift."" ASCE Journal of Structural Engineering, 134(8): 1334-1342.",https://doi.org/10.1061/(ASCE)0733-9445(2008)134:8(1334),32.88006,-117.234014
Newell_Uang_W14x233-55,Newell and Uang,2008,W360x347,W14x233-55,407,76.2,44.5,254.6,27.2,9.4,404,43.7,4.6,44003,44200,1.20E+09,480793599,6116542,2380166,7108569,3625383,24913770,1.60E+13,105,168,4572,2286,4572,43.7,0.5,0.5,14,22,0.19,ASTM A992 Gr. 50,1.1,1.1,421,412,590,588,345,450,200000,200000,77200,76923,Fixed-Fixed,18309972,15249000,16773900,Symmetric,Unidirectional,Strong,Constant,1983906,6396094,8380000,0.11,0.13,0.35,0.46,0.55,8380000,76,76,Column specimen were tested in horizontal configuration. One end was connected to the reaction fixture while another was connected to strong wall. Longitudinal (E-W) and Lateral (N-S) movement of shake table platen imposed load in both directions.,"Specimens were not braced laterally to inhibit weak-axis buckling, except for both ends.",2172,3267,17006,2741,0.011,0.07,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Newell, J.D., Uang, C-M. 2008. ""Cyclic behavior of steel wide-flange columns subjected to large drift."" ASCE Journal of Structural Engineering, 134(8): 1334-1342.",https://doi.org/10.1061/(ASCE)0733-9445(2008)134:8(1334),32.88006,-117.234014
Newell_Uang_W14x370-35,Newell and Uang,2008,W360x551,W14x370-35,455,100,52.4,255,42.2,6,419,67.6,3.1,70144,70300,2.30E+09,830779451,9943016,3965534,12051843,6076340,95995030,3.10E+13,109,180,4572,2286,4572,42,0.5,0.5,13,21,0.16,ASTM A992 Gr. 50,1.1,1.1,414,379,559,524,345,450,200000,200000,77200,76923,Fixed-Fixed,27809784,24253500,26678850,Symmetric,Unidirectional,Strong,Constant,3193822,5293178,8487000,0.11,0.13,0.19,0.31,0.35,8487000,76,76,Column specimen were tested in horizontal configuration. One end was connected to the reaction fixture while another was connected to strong wall. Longitudinal (E-W) and Lateral (N-S) movement of shake table platen imposed load in both directions.,"Specimens were not braced laterally to inhibit weak-axis buckling, except for both ends.",4441,5937,28871,4924,0.008,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,compact,compact,compact,Class-1,Class-1,Class-1,no,"Newell, J.D., Uang, C-M. 2008. ""Cyclic behavior of steel wide-flange columns subjected to large drift."" ASCE Journal of Structural Engineering, 134(8): 1334-1342.",https://doi.org/10.1061/(ASCE)0733-9445(2008)134:8(1334),32.88006,-117.234014
Cheng_Chen_Pan_S-H1-0.2,"Cheng, Chen & Pan",2013,300x200x6x4,S-H1-0.2,300,4,7,292,6,48.7,200,4,25,3352,3352,4.70E+07,5338589,316647,53386,364696,82628,29845,1.20E+11,40,119,1500,1500,1500,37.6,0.7,0.5,9,19,0.22,ASTM A588,1.1,1.2,479,349,567,530,345,485,200000,199000,77200,76538,Fixed-Free,1387728,1156440,1272084,Symmetric,Unidirectional,Strong,Constant,231300,NA,231300,0.17,0.2,NA,0.17,0.2,231300,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,NA,166,189,2046,173,0.007,0.01,0.014,0.018,0.02,NR,NR,NR,NR,NR,NR,NR,NR,slender,compact,slender,Class-4,Class-2,Class-4,no,"Cheng, X., Y. Chen, and L. Pan. 2013. “Experimental study on steel beam-columns composed of slender H-sections under cyclic loading.” Journal of Constructional Steel Reseaarch 88 (Apr): 279–288.",https://doi.org/10.1016/j.jcsr.2013.05.020,31.273419,121.387232
Cheng_Chen_Pan_S-H2-0.2,"Cheng, Chen & Pan",2013,350x150x4x6,S-H2-0.2,350,6,6,338,4,84.5,150,6,12.5,3152,3152,6.60E+07,3376803,377875,45024,423844,68852,28939,1.00E+11,33,145,1500,1500,1500,45.8,0.7,0.5,7,23,0.28,ASTM A588,1.1,1.2,349,479,530,567,345,485,200000,199000,77200,76538,Fixed-Free,1304928,1087440,1196184,Symmetric,Unidirectional,Strong,Constant,217500,NA,217500,0.17,0.2,NA,0.17,0.2,217500,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,NA,180,263,1546,225,0.008,0.007,0.013,0.018,0.019,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-3,Class-4,Class-4,no,"Cheng, X., Y. Chen, and L. Pan. 2013. “Experimental study on steel beam-columns composed of slender H-sections under cyclic loading.” Journal of Constructional Steel Reseaarch 88 (Apr): 279–288.",https://doi.org/10.1016/j.jcsr.2013.05.020,31.273419,121.387232
Cheng_Chen_Pan_S-H3-0.2,"Cheng, Chen & Pan",2013,350x175x4x4,S-H3-0.2,350,4,6,342,4,85.5,175,4,21.9,2768,2768,5.50E+07,3574741,315636,40854,359164,62618,14848,1.10E+11,36,141,1500,1500,1500,41.7,0.7,0.5,7,21,0.27,ASTM A588,1.1,1.2,479,479,567,567,345,485,200000,199000,77200,76538,Fixed-Free,1325872,954960,1050456,Symmetric,Unidirectional,Strong,Constant,191000,NA,191000,0.14,0.2,NA,0.14,0.2,191000,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,NA,158,220,1581,193,0.009,0.02,0.015,0.018,NA,NR,NR,NR,NR,NR,NR,NR,NR,slender,compact,slender,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and L. Pan. 2013. “Experimental study on steel beam-columns composed of slender H-sections under cyclic loading.” Journal of Constructional Steel Reseaarch 88 (Apr): 279–288.",https://doi.org/10.1016/j.jcsr.2013.05.020,31.273419,121.387232
Cheng_Chen_Pan_S-H4-0.2,"Cheng, Chen & Pan",2013,350x200x4x6,S-H4-0.2,350,6,6,338,4,84.5,200,6,16.7,3752,3752,8.40E+07,8001803,479316,80018,527044,121352,36139,2.40E+11,46,150,1500,1500,1500,32.5,0.7,0.5,7,16,0.2,ASTM A588,1.1,1.2,349,479,530,567,345,485,200000,199000,77200,76538,Fixed-Free,1553328,1294440,1423884,Symmetric,Unidirectional,Strong,Constant,258900,NA,258900,0.17,0.2,NA,0.17,0.2,258900,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,NA,221,334,1518,274,0.008,0.008,0.012,0.017,0.019,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and L. Pan. 2013. “Experimental study on steel beam-columns composed of slender H-sections under cyclic loading.” Journal of Constructional Steel Reseaarch 88 (Apr): 279–288.",https://doi.org/10.1016/j.jcsr.2013.05.020,31.273419,121.387232
Cheng_Chen_Pan_S-H5-0.2,"Cheng, Chen & Pan",2013,300x200x4x6,S-H5-0.2,300,6,6,288,4,72,200,6,16.7,3552,3552,6.00E+07,8001536,398876,80015,435744,121152,35072,1.70E+11,47,130,1500,1500,1500,31.6,0.7,0.5,8,16,0.2,ASTM A588,1.1,1.2,349,479,530,567,345,485,200000,199000,77200,76538,Fixed-Free,1470528,1225440,1347984,Symmetric,Unidirectional,Strong,Constant,245100,NA,245100,0.17,0.2,NA,0.17,0.2,245100,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,NA,181,238,1286,201,0.008,0.008,0.012,0.017,0.021,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-4,Class-3,Class-4,no,"Cheng, X., Y. Chen, and L. Pan. 2013. “Experimental study on steel beam-columns composed of slender H-sections under cyclic loading.” Journal of Constructional Steel Reseaarch 88 (Apr): 279–288.",https://doi.org/10.1016/j.jcsr.2013.05.020,31.273419,121.387232
Cheng_Chen_Pan_S-H5-0.4,"Cheng, Chen & Pan",2013,300x200x4x6,S-H5-0.4,300,6,6,288,4,72,200,6,16.7,3552,3552,6.00E+07,8001536,398876,80015,435744,121152,35072,1.70E+11,47,130,1500,1500,1500,31.6,0.7,0.5,8,16,0.2,ASTM A588,1.1,1.2,349,479,530,567,345,485,200000,199000,77200,76538,Fixed-Free,1470528,1225440,1347984,Symmetric,Unidirectional,Strong,Constant,490200,NA,490200,0.33,0.4,NA,0.33,0.4,490200,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,NA,167,238,1286,201,0.007,0.006,0.008,0.01,0.01,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and L. Pan. 2013. “Experimental study on steel beam-columns composed of slender H-sections under cyclic loading.” Journal of Constructional Steel Reseaarch 88 (Apr): 279–288.",https://doi.org/10.1016/j.jcsr.2013.05.020,31.273419,121.387232
Cheng_Chen_Nethercot_W-H1-0.2,"Cheng, Chen & Nethercot",2013,300x200x6x4,W-H1-0.2,300,4,7,292,6,48.7,200,4,25,3352,3352,4.70E+07,5338589,316647,53386,364696,82628,29845,1.20E+11,40,119,1500,1500,1500,37.6,0.5,0.5,6,19,0.11,ASTM A588,1.1,1.2,479,349,567,530,345,485,200000,199000,77200,76538,Fixed-Free,1387728,1156440,1272084,Symmetric,Unidirectional,Weak,Constant,231288,NA,231288,0.17,0.2,NA,0.17,0.2,231288,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,Out of plane displacement at the top of the specimens were prevented through lateral bracing,21,21,1531,21,0.01,0.026,0.06,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,slender,compact,slender,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2013. “Experimental study on H-shaped steel beam-columns with large width-thickness ratios under cyclic bending about weak-axis.” Engineering Structures 49 (Apr): 264–274.",https://doi.org/10.1016/j.engstruct.2012.10.035,31.273419,121.387232
Cheng_Chen_Nethercot_W-H2-0.2,"Cheng, Chen & Nethercot",2013,350x150x4x6,W-H2-0.2,350,6,6,338,4,84.5,150,6,12.5,3152,3152,6.60E+07,3376803,377875,45024,423844,68852,28939,1.00E+11,33,145,1500,1500,1500,45.8,0.5,0.5,5,23,0.11,ASTM A588,1.1,1.2,349,479,530,567,345,485,200000,199000,77200,76538,Fixed-Free,1304928,1087440,1196184,Symmetric,Unidirectional,Weak,Constant,217488,NA,217488,0.17,0.2,NA,0.17,0.2,217488,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,Out of plane displacement at the top of the specimens were prevented through lateral bracing,12,13,1722,13,0.014,0.039,0.052,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-3,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2013. “Experimental study on H-shaped steel beam-columns with large width-thickness ratios under cyclic bending about weak-axis.” Engineering Structures 49 (Apr): 264–274.",https://doi.org/10.1016/j.engstruct.2012.10.035,31.273419,121.387232
Cheng_Chen_Nethercot_W-H3-0.2,"Cheng, Chen & Nethercot",2013,350x175x4x4,W-H3-0.2,350,4,6,342,4,85.5,175,4,21.9,2768,2768,5.50E+07,3574741,315636,40854,359164,62618,14848,1.10E+11,36,141,1500,1500,1500,41.7,0.5,0.5,5,21,0.11,ASTM A588,1.1,1.2,479,479,567,567,345,485,200000,199000,77200,76538,Fixed-Free,1325872,954960,1050456,Symmetric,Unidirectional,Weak,Constant,190992,NA,190992,0.14,0.2,NA,0.14,0.2,190992,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,Out of plane displacement at the top of the specimens were prevented through lateral bracing,13,14,1339,14,0.014,0.033,0.065,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,slender,compact,slender,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2013. “Experimental study on H-shaped steel beam-columns with large width-thickness ratios under cyclic bending about weak-axis.” Engineering Structures 49 (Apr): 264–274.",https://doi.org/10.1016/j.engstruct.2012.10.035,31.273419,121.387232
Cheng_Chen_Nethercot_W-H4-0.2,"Cheng, Chen & Nethercot",2013,350x200x4x6,W-H4-0.2,350,6,6,338,4,84.5,200,6,16.7,3752,3752,8.40E+07,8001803,479316,80018,527044,121352,36139,2.40E+11,46,150,1500,1500,1500,32.5,0.5,0.5,5,16,0.1,ASTM A588,1.1,1.2,349,479,530,567,345,485,200000,199000,77200,76538,Fixed-Free,1553328,1294440,1423884,Symmetric,Unidirectional,Weak,Constant,258888,NA,258888,0.17,0.2,NA,0.17,0.2,258888,NR,NR,All the specimens were subjected to constant axial load as well as cyclic lateral load.,Out of plane displacement at the top of the specimens were prevented through lateral bracing,29,32,2296,31,0.01,0.018,0.043,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,noncompact,compact,noncompact,Class-4,Class-4,Class-4,no,"Cheng, X., Y. Chen, and D. A. Nethercot. 2013. “Experimental study on H-shaped steel beam-columns with large width-thickness ratios under cyclic bending about weak-axis.” Engineering Structures 49 (Apr): 264–274.",https://doi.org/10.1016/j.engstruct.2012.10.035,31.273419,121.387232
