id,investigator,year,spec_id,profile,region,sec_type,sg_flg_link,sg_web_link,f_y_n_flg,f_y_n_web,f_u_n_flg,f_u_n_web,e_n_flg,e_n_web,f_y_m_flg,f_y_m_web,f_y_exp_flg,f_y_exp_web,f_u_m_flg,f_u_m_web,f_u_exp_flg,f_u_exp_web,e_m_flg,e_m_web,r_y_flg,r_y_web,r_t_flg,r_t_web,f_u_f_y_n_flg,f_u_f_y_n_web,f_u_f_y_m_flg,f_u_f_y_m_web,h_n,tw_n,bf_n,tf_n,tf_add_n,r_n,h_m,tw_m,bf_m,tf_m,tf_add_m,hw_n,hw_m,a_fil_n,af_n,aw_n,a_n,af_m,aw_m,a_m,zp_fil_n,zp_n,zp_no_fil_n,zp_fil_m,zp_m,zp_no_fil_m,link_loc,l_confi,l_con_typ,l_st,h_st,e,l_con_confi,l_con_wld,l_endp_wld,l_bu_wld,l_s_side,l_s_reg,l_s_d_pnl_1_f,l_s_d_pnl_2_f,l_s_d_pnl_1_b,l_s_d_pnl_2_b,t_s,l_s_weld,l_s_no_f,l_s_no_b,a_b_b,t_e_s,t_b_s,d_b_s,d_b_pnl_1,d_b_pnl_2,b_s_no,l_p_typ,n_d_n_pl_ten,n_d_n_pl_comp,fail_mode,ov_aisc,ov_ec8,class_aisc,class_ec8,reference,url,latitude,longitude,,,,,
188,Bozkurt & Topkaya,2018,SP4-EBF7,HEA220,Europe,hot-rolled,S275,S275,275,275,410,410,205000,205000,278,305,371.25,371.25,408,421,492,492,NR,NR,1.35,1.35,1.2,1.2,1.490909091,1.490909091,1.467625899,1.380327869,210,7,220,11,NA,18,213.72,7.81,220.97,10.67,NA,152,156.38,69.53099506,2420,1316,6156,2357.7499,1502.4878,6496.11158,25025.4225,568457.4225,531588,25634.51401,576637.782,551003.2679,middle,TF2,bolted,5000,2700,600,LC6,NA,NA,NA,single,regular,150,NA,NA,NA,10,fillet,3,NA,31.5,10,NA,NA,NR,NA,NA,Symmetric-cyclic,0.15,0.13,FM6,1.85,1.83,short,short,"Bozkurt, M. B. and Topkaya, C. (2018). “Replaceable links with gusseted brace joints for eccentrically braced frames.” Soil Dynamics and Earthquake Engineering, Vol. 115, pp. 305–318",https://www.sciencedirect.com/science/article/pii/S0267726118300277,39.8755073,32.7855305,,,,,
189,Bozkurt & Topkaya,2018,SP5-EBF9,HEA220,Europe,hot-rolled,S275,S275,275,275,410,410,205000,205000,278,305,371.25,371.25,408,421,492,492,NR,NR,1.35,1.35,1.2,1.2,1.490909091,1.490909091,1.467625899,1.380327869,210,7,220,11,NA,18,213.72,7.81,220.97,10.67,NA,152,156.38,69.53099506,2420,1316,6156,2357.7499,1502.4878,6496.11158,25025.4225,568457.4225,531588,25634.51401,576637.782,551003.2679,middle,TF2,bolted,5000,2700,600,LC6,NA,NA,NA,single,regular,150,NA,NA,NA,10,fillet,3,NA,31.5,10,NA,NA,NR,NA,NA,Symmetric-cyclic,0.17,0.2,FM3,1.84,1.82,short,short,"Bozkurt, M. B. and Topkaya, C. (2018). “Replaceable links with gusseted brace joints for eccentrically braced frames.” Soil Dynamics and Earthquake Engineering, Vol. 115, pp. 305–318",https://www.sciencedirect.com/science/article/pii/S0267726118300277,39.8755073,32.7855305,,,,,
190,Bozkurt & Topkaya,2018,SP6-EBF6,HEA160,Europe,hot-rolled,S275,S275,275,275,410,410,205000,205000,294,285,371.25,371.25,430,417,492,492,NR,NR,1.35,1.35,1.2,1.2,1.490909091,1.490909091,1.462585034,1.463157895,152,6,160,9,NA,15,152.34,6.68,159.61,8.82,NA,104,104.7,48.28541324,1440,804,3684,1407.7602,899.796,3908.458053,12293.36595,245147.366,226824,12360.96553,244703.3397,232342.3742,middle,TF2,bolted,5000,2700,600,LC7,NA,NA,NA,single,regular,150,NA,NA,NA,10,fillet,3,NA,31.5,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,0.15,0.17,"FM4,FM6",1.93,1.88,short,short,"Bozkurt, M. B. and Topkaya, C. (2018). “Replaceable links with gusseted brace joints for eccentrically braced frames.” Soil Dynamics and Earthquake Engineering, Vol. 115, pp. 305–318",https://www.sciencedirect.com/science/article/pii/S0267726118300277,39.8755073,32.7855305,,,,,
191,Bozkurt & Topkaya,2018,SP7-EBF22,HEA160,Europe,hot-rolled,S275,S275,275,275,410,410,205000,205000,290,278,371.25,371.25,426,421,492,492,NR,NR,1.35,1.35,1.2,1.2,1.490909091,1.490909091,1.468965517,1.514388489,152,6,160,9,NA,15,152.53,6.7,159.67,8.88,NA,104,104.77,48.28541324,1440,804,3684,1417.8696,902.959,3931.839853,12293.36595,245147.366,226824,12367.72549,246467.6396,234099.9141,middle,TF2,bolted,5000,2700,600,LC7,NA,NA,NA,single,regular,150,NA,NA,NA,10,fillet,3,NA,31.5,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,0.2,0.17,"FM4,FM6",2.01,1.96,short,short,"Bozkurt, M. B. and Topkaya, C. (2018). “Replaceable links with gusseted brace joints for eccentrically braced frames.” Soil Dynamics and Earthquake Engineering, Vol. 115, pp. 305–318",https://www.sciencedirect.com/science/article/pii/S0267726118300277,39.8755073,32.7855305,,,,,
192,Bozkurt & Topkaya,2018,SP8-EBF21,HEA160,Europe,hot-rolled,S275,S275,275,275,410,410,205000,205000,290,278,371.25,371.25,426,421,492,492,NR,NR,1.35,1.35,1.2,1.2,1.490909091,1.490909091,1.468965517,1.514388489,152,6,160,9,NA,15,152.53,6.7,159.67,8.88,NA,104,104.77,48.28541324,1440,804,3684,1417.8696,902.959,3931.839853,12293.36595,245147.366,226824,12367.72549,246467.6396,234099.9141,middle,TF2,bolted,5000,2700,800,LC7,NA,NA,NA,single,regular,200,NA,NA,NA,10,fillet,3,NA,32.7,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,0.21,0.19,"FM4,FM6",1.67,2.16,intermediate,intermediate,"Bozkurt, M. B. and Topkaya, C. (2018). “Replaceable links with gusseted brace joints for eccentrically braced frames.” Soil Dynamics and Earthquake Engineering, Vol. 115, pp. 305–318",https://www.sciencedirect.com/science/article/pii/S0267726118300277,39.8755073,32.7855305,,,,,
193,Bozkurt & Topkaya,2018,SP9-EBF10,HEA220,Europe,hot-rolled,S275,S275,275,275,410,410,205000,205000,278,305,371.25,371.25,408,421,492,492,NR,NR,1.35,1.35,1.2,1.2,1.490909091,1.490909091,1.467625899,1.380327869,210,7,220,11,NA,18,213.72,7.81,220.97,10.67,NA,152,156.38,69.53099506,2420,1316,6156,2357.7499,1502.4878,6496.11158,25025.4225,568457.4225,531588,25634.51401,576637.782,551003.2679,middle,TF2,bolted,5000,2700,600,LC8,NA,NA,NA,single,regular,150,NA,NA,NA,10,fillet,3,NA,31.5,10,NA,NA,310,NA,NA,Symmetric-cyclic,0.17,0.16,FM3,1.84,1.82,short,short,"Bozkurt, M. B. and Topkaya, C. (2018). “Replaceable links with gusseted brace joints for eccentrically braced frames.” Soil Dynamics and Earthquake Engineering, Vol. 115, pp. 305–318",https://www.sciencedirect.com/science/article/pii/S0267726118300277,39.8755073,32.7855305,,,,,
194,Okazaki & Engelhardt ,2007,1A,W10x19,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,367,405,379.5,379.5,509,531,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.386920981,1.311111111,260,6.35,102.1,10,NA,8,260.1,6.7,101.7,9.7,NA,224,224.7,13.73451754,1021,1524,3566,986.49,1612.69,3640.60807,6494.397192,353184.3972,340594,6513.625517,350574.3423,344060.7168,edge,TF4,bolted,NA,NA,584,LC2,NA,fillet,NA,single,regular,146.05,NA,NA,NA,9.5,fillet,3,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM6,1.15,1.67,intermediate,intermediate,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
195,Okazaki & Engelhardt ,2007,1B,W10x19,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,367,405,379.5,379.5,509,531,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.386920981,1.311111111,260,6.35,102.1,10,NA,8,260.1,6.7,101.7,9.7,NA,224,224.7,13.73451754,1021,1524,3566,986.49,1612.69,3640.60807,6494.397192,353184.3972,340594,6513.625517,350574.3423,344060.7168,edge,TF4,bolted,NA,NA,584,LC2,NA,fillet,NA,single,regular,146.05,NA,NA,NA,9.5,fillet,3,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM6,1.21,1.72,intermediate,intermediate,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
196,Okazaki & Engelhardt ,2007,1C,W10x19,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,367,405,379.5,379.5,509,531,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.386920981,1.311111111,260,6.35,102.1,10,NA,8,260.1,6.7,101.7,9.7,NA,224,224.7,13.73451754,1021,1524,3566,986.49,1612.69,3640.60807,6494.397192,353184.3972,340594,6513.625517,350574.3423,344060.7168,edge,TF4,bolted,NA,NA,584,LC2,NA,fillet,NA,single,regular,146.05,NA,NA,NA,9.5,fillet,3,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM10,1.25,1.72,intermediate,intermediate,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
197,Okazaki & Engelhardt ,2007,2,W10x19,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,367,405,379.5,379.5,509,531,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.386920981,1.311111111,260,6.35,102.1,10,NA,8,260.1,6.7,101.7,9.7,NA,224,224.7,13.73451754,1021,1524,3566,986.49,1612.69,3640.60807,6494.397192,353184.3972,340594,6513.625517,350574.3423,344060.7168,edge,TF4,bolted,NA,NA,762,LC2,NA,fillet,NA,single,regular,152.4,NA,NA,NA,9.5,fillet,4,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM11,1.23,1.58,intermediate,long,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
198,Okazaki & Engelhardt ,2007,3,W10x19,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,367,405,379.5,379.5,509,531,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.386920981,1.311111111,260,6.35,102.1,10,NA,8,260.1,6.7,101.7,9.7,NA,224,224.7,13.73451754,1021,1524,3566,986.49,1612.69,3640.60807,6494.397192,353184.3972,340594,6513.625517,350574.3423,344060.7168,edge,TF4,bolted,NA,NA,1219,LC2,NA,fillet,NA,single,non-regular,152.4,914.4,NA,NA,9.5,fillet,2,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,"FM4,FM9, FM11",1.23,1.79,long,long,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
199,Okazaki & Engelhardt ,2007,4A,W10x33,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,356,382,379.5,379.5,507,503,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.424157303,1.316753927,247.1,7.4,202.2,11,NA,13,247.5,8.1,204.3,11.1,NA,199.1,199.3,36.26771039,2224.2,1665.74,6114.14,2267.73,1824.93,6505.460842,15906.46894,634779.6074,608045.8285,15920.97603,654801.5303,638880.5543,edge,TF4,bolted,NA,NA,584,LC2,NA,fillet,NA,single,regular,146.05,NA,NA,NA,9.5,fillet,3,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.40,1.39,short,short,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
200,Okazaki & Engelhardt ,2007,4B,W10x33,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,356,382,379.5,379.5,507,503,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.424157303,1.316753927,247.1,7.4,202.2,11,NA,13,247.5,8.1,204.3,11.1,NA,199.1,199.3,36.26771039,2224.2,1665.74,6114.14,2267.73,1824.93,6505.460842,15906.46894,634779.6074,608045.8285,15920.97603,654801.5303,638880.5543,edge,TF4,bolted,NA,NA,584,LC2,NA,fillet,NA,single,regular,146.05,NA,NA,NA,9.5,fillet,3,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.42,1.41,short,short,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
201,Okazaki & Engelhardt ,2007,4C,W10x33,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,356,382,379.5,379.5,507,503,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.424157303,1.316753927,247.1,7.4,202.2,11,NA,13,247.5,8.1,204.3,11.1,NA,199.1,199.3,36.26771039,2224.2,1665.74,6114.14,2267.73,1824.93,6505.460842,15906.46894,634779.6074,608045.8285,15920.97603,654801.5303,638880.5543,edge,TF4,bolted,NA,NA,584,LC2,NA,fillet,NA,single,regular,146.05,NA,NA,NA,9.5,fillet,3,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.42,1.41,short,short,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
202,Okazaki & Engelhardt ,2007,5,W10x33,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,356,382,379.5,379.5,507,503,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.424157303,1.316753927,247.1,7.4,202.2,11,NA,13,247.5,8.1,204.3,11.1,NA,199.1,199.3,36.26771039,2224.2,1665.74,6114.14,2267.73,1824.93,6505.460842,15906.46894,634779.6074,608045.8285,15920.97603,654801.5303,638880.5543,edge,TF4,bolted,NA,NA,930,LC2,NA,fillet,NA,single,regular,155.575,NA,NA,NA,9.5,fillet,5,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.34,1.76,intermediate,intermediate,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
203,Okazaki & Engelhardt ,2007,6A,W10x33,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,356,382,379.5,379.5,507,503,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.424157303,1.316753927,247.1,7.4,202.2,11,NA,13,247.5,8.1,204.3,11.1,NA,199.1,199.3,36.26771039,2224.2,1665.74,6114.14,2267.73,1824.93,6505.460842,15906.46894,634779.6074,608045.8285,15920.97603,654801.5303,638880.5543,edge,TF4,bolted,NA,NA,1219,LC2,NA,fillet,NA,single,regular,244.475,NA,NA,NA,9.5,fillet,4,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM6,1.21,1.65,intermediate,intermediate,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
204,Okazaki & Engelhardt ,2007,6B,W10x33,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,356,382,379.5,379.5,507,503,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.424157303,1.316753927,247.1,7.4,202.2,11,NA,13,247.5,8.1,204.3,11.1,NA,199.1,199.3,36.26771039,2224.2,1665.74,6114.14,2267.73,1824.93,6505.460842,15906.46894,634779.6074,608045.8285,15920.97603,654801.5303,638880.5543,edge,TF4,bolted,NA,NA,1219,LC2,NA,fillet,NA,single,regular,244.475,NA,NA,NA,9.5,fillet,4,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,"FM1,FM4,FM10",1.21,1.65,intermediate,intermediate,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
205,Okazaki & Engelhardt ,2007,7,W10x33,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,356,382,379.5,379.5,507,503,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.424157303,1.316753927,247.1,7.4,202.2,11,NA,13,247.5,8.1,204.3,11.1,NA,199.1,199.3,36.26771039,2224.2,1665.74,6114.14,2267.73,1824.93,6505.460842,15906.46894,634779.6074,608045.8285,15920.97603,654801.5303,638880.5543,edge,TF4,bolted,NA,NA,1854,LC2,NA,fillet,NA,single,non-regular,304.8,1244.6,NA,NA,9.5,fillet,2,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,"FM1,FM4, FM9",1.27,1.57,long,long,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
206,Okazaki & Engelhardt ,2007,8,W16x36,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,362,392,379.5,379.5,534,565,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.475138122,1.441326531,402.8,7.5,177.4,10.9,NA,10,407.8,7.6,176.9,12.4,NA,361,363,21.46018366,1933.66,2857.5,6724.82,2193.56,2910.8,7383.760735,16160.91927,1046139.148,1015690.729,16246.76,1162289.484,1146042.724,edge,TF4,bolted,NA,NA,930,LC2,NA,fillet,NA,single,regular,133.35,NA,NA,NA,9.5,fillet,6,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.36,1.79,short,intermediate,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
207,Okazaki & Engelhardt ,2007,9,W16x36,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,362,392,379.5,379.5,534,565,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.475138122,1.441326531,402.8,7.5,177.4,10.9,NA,10,407.8,7.6,176.9,12.4,NA,361,363,21.46018366,1933.66,2857.5,6724.82,2193.56,2910.8,7383.760735,16160.91927,1046139.148,1015690.729,16246.76,1162289.484,1146042.724,edge,TF4,bolted,NA,NA,1219,LC2,NA,fillet,NA,single,regular,203.2,NA,NA,NA,9.5,fillet,5,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,"FM1,FM4",1.12,1.65,intermediate,intermediate,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
208,Okazaki & Engelhardt ,2007,10,W10x68,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,319,404,379.5,379.5,479,531,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.501567398,1.314356436,264.2,11.9,257.3,19.6,NA,13,264.2,11.4,260.6,19.6,NA,199,199,36.26771039,5043.08,2677.5,12763.66,5107.76,2565,12925.59084,15899.2154,1400045.958,1366742.993,15899.2154,1409538.561,1393639.346,edge,TF4,bolted,NA,NA,930,LC2,NA,fillet,NA,single,regular,304.8,NA,NA,NA,12.7,fillet,2,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.44,1.40,short,short,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
209,Okazaki & Engelhardt ,2007,11,W10x68,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,319,404,379.5,379.5,479,531,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.501567398,1.314356436,264.2,11.9,257.3,19.6,NA,13,264.2,11.4,260.6,19.6,NA,199,199,36.26771039,5043.08,2677.5,12763.66,5107.76,2565,12925.59084,15899.2154,1400045.958,1366742.993,15899.2154,1409538.561,1393639.346,edge,TF4,bolted,NA,NA,1219,LC2,NA,fillet,NA,single,regular,304.8,NA,NA,NA,12.7,fillet,3,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.42,1.83,intermediate,intermediate,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
210,Okazaki & Engelhardt ,2007,12,W18x40,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,352,393,379.5,379.5,499,527,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.417613636,1.340966921,455,8,153,13.3,NA,10,NR,NR,NR,NR,NA,408.4,NR,21.46018366,2034.9,3427.2,7497,NR,NR,NR,18195.34468,1284063.795,1248732.45,NR,NR,NR,edge,TF4,bolted,NA,NA,584,LC2,NA,fillet,NA,single,regular,146.05,NA,NA,NA,9.5,fillet,3,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,"FM1, FM3",1.38,1.39,short,short,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
211,Okazaki & Engelhardt ,2007,4A-RLP,W10x33,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,356,382,379.5,379.5,507,503,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.424157303,1.316753927,247.1,7.4,202.2,11,NA,13,247.5,8.1,204.3,11.1,NA,199.1,199.3,36.26771039,2224.2,1665.74,6114.14,2267.73,1824.93,6505.460842,15906.46894,634779.6074,608045.8285,15920.97603,654801.5303,638880.5543,edge,TF4,bolted,NA,NA,584,LC2,NA,fillet,NA,single,regular,146.05,NA,NA,NA,9.5,fillet,3,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.42,1.41,short,short,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
212,Okazaki & Engelhardt ,2007,4C-RLP,W10x33,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,356,382,379.5,379.5,507,503,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.424157303,1.316753927,247.1,7.4,202.2,11,NA,13,247.5,8.1,204.3,11.1,NA,199.1,199.3,36.26771039,2224.2,1665.74,6114.14,2267.73,1824.93,6505.460842,15906.46894,634779.6074,608045.8285,15920.97603,654801.5303,638880.5543,edge,TF4,bolted,NA,NA,584,LC2,NA,fillet,NA,single,regular,146.05,NA,NA,NA,9.5,fillet,3,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.40,1.39,short,short,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
213,Okazaki & Engelhardt ,2007,8-RLP,W16x36,USA,hot-rolled,A992 Gr. 50,A992 Gr. 50,345,345,450,450,205000,205000,362,392,379.5,379.5,550,534,495,495,NR,NR,1.1,1.1,1.1,1.1,1.304347826,1.304347826,1.519337017,1.362244898,402.8,7.5,177.4,10.9,NA,10,407.8,7.6,176.9,12.4,NA,361,363,21.46018366,1933.66,2857.5,6724.82,2193.56,2910.8,7383.760735,16160.91927,1046139.148,1015690.729,16246.76,1162289.484,1146042.724,edge,TF4,bolted,NA,NA,930,LC2,NA,fillet,NA,single,regular,133.35,NA,NA,NA,9.5,fillet,6,NA,NA,NA,NA,NA,NA,NA,NA,Symmetric-cyclic,NA,NA,FM3,1.33,1.76,short,intermediate,"Okazaki, T. and Engelhardt, M. D. (2007). “Cyclic loading behavior of EBF links constructed of ASTM A992 steel.” Journal of Constructional Steel Research, Vol. 63, pp. 751–765",https://www.sciencedirect.com/science/article/pii/S0143974X06001787,30.2851494,-97.7339352,,,,,
